period_id,TimeStep,WIND-OFF
0,0,0.15483992636970934
0,1,0.14779832222659428
0,2,0.1445479952901491
0,3,0.15024384433598256
0,4,0.14829602043624043
0,5,0.1470414782216202
0,6,0.14856760868680963
0,7,0.15169690853167564
0,8,0.16031095589553637
0,9,0.18055013075207443
0,10,0.16264007324821458
0,11,0.1586831459841391
0,12,0.16731135539525874
0,13,0.16984909174418508
0,14,0.15984476764499556
0,15,0.16241455933489768
0,16,0.1813475297105627
0,17,0.1797871415153141
0,18,0.2142499351577784
0,19,0.23813458250716155
0,20,0.23972565811836663
0,21,0.24507932325380996
0,22,0.22663184407062512
0,23,0.24134441707489745
0,24,0.23032669001400435
0,25,0.21304307362373373
0,26,0.17379286725856496
0,27,0.17012900079356466
0,28,0.1707554508478403
0,29,0.19711502026372646
0,30,0.23007486962106743
0,31,0.164536920334328
0,32,0.19546655140628566
0,33,0.2478968315615911
0,34,0.20676588028651682
0,35,0.18902200034056038
0,36,0.19231230108590372
0,37,0.18762952419637696
0,38,0.22829055299422363
0,39,0.23731799683565705
0,40,0.25461185031185657
0,41,0.3122459765205868
0,42,0.3513317010780395
0,43,0.3726744188965742
0,44,0.4234577381902119
0,45,0.43793096901953404
0,46,0.4264190902212671
0,47,0.3876735230186203
0,48,0.3020914965735241
0,49,0.34077834134789026
0,50,0.3336627470643508
0,51,0.30645380647992837
0,52,0.2942434276159104
0,53,0.2923257993943727
0,54,0.285640252126713
0,55,0.2663234223211148
0,56,0.34592095860061334
0,57,0.38209349162442313
0,58,0.2525258987676793
0,59,0.34634217221832914
0,60,0.39483773675480754
0,61,0.41374991705436176
0,62,0.46309954959996563
0,63,0.5246773648964407
0,64,0.5642289349781221
0,65,0.5939522230758464
0,66,0.5988577512065922
0,67,0.5840286929794322
0,68,0.5852634971387082
0,69,0.5746403404500564
0,70,0.5010530673548208
0,71,0.4768858674931122
0,72,0.45048005088670345
0,73,0.4389087701679894
0,74,0.4716581885499718
0,75,0.5351091312915386
0,76,0.5535027577403023
0,77,0.5383290777755938
0,78,0.47414030786902733
0,79,0.43444767163731357
0,80,0.4420496392610581
0,81,0.48232991700761035
0,82,0.4373453361789069
0,83,0.469257423516706
0,84,0.48269677125200916
0,85,0.47575618196407954
0,86,0.47048975408607785
0,87,0.537687053045608
0,88,0.5501644961728761
0,89,0.5617722012479872
0,90,0.5873073022871921
0,91,0.6315306790361866
0,92,0.6011176229430959
0,93,0.5795991550717514
0,94,0.5459473651322485
0,95,0.5903745180056907
0,96,0.6000902903919799
0,97,0.5672070656973229
0,98,0.5783660079196883
0,99,0.5740846946716178
0,100,0.5524772490892121
0,101,0.5273064750603834
0,102,0.5494487167405411
0,103,0.5479234356405598
0,104,0.5631660065742157
0,105,0.6907615939547319
0,106,0.6985594937407218
0,107,0.7390864569459881
0,108,0.7268267016512071
0,109,0.7033572687189649
0,110,0.6536783804955063
0,111,0.6461389976765677
0,112,0.6258498503435065
0,113,0.6250159346415284
0,114,0.6224785320782277
0,115,0.6374955712171938
0,116,0.6647143346357419
0,117,0.7520001459650408
0,118,0.6346217365850875
0,119,0.6901014732754708
0,120,0.7382149784402113
0,121,0.732568815768936
0,122,0.7501478503192629
0,123,0.7449129353805952
0,124,0.7478229976739978
0,125,0.7577560048979967
0,126,0.6994645653855354
0,127,0.7255942220703953
0,128,0.7283814035699049
0,129,0.755003727838196
0,130,0.6019010774110279
0,131,0.5947629883605039
0,132,0.6494506636821802
0,133,0.6873096306981176
0,134,0.7126896763933017
0,135,0.6878829551937995
0,136,0.6657559365223537
0,137,0.7051747076086948
0,138,0.7349180228439569
0,139,0.7457455040191555
0,140,0.7765786650848484
0,141,0.7841764484673573
0,142,0.6288460531701522
0,143,0.6935413964077319
0,144,0.7363289466044142
0,145,0.7064988947901488
0,146,0.7005811975124226
0,147,0.7114132920818043
0,148,0.6998709732265712
0,149,0.6555629579796491
0,150,0.6471821969658164
0,151,0.6528853058490073
0,152,0.6833089715566268
0,153,0.7095767797277525
0,154,0.5414648029937532
0,155,0.5652299223066436
0,156,0.6071119001800739
0,157,0.6824790612821564
0,158,0.7465941420514072
0,159,0.7937328024546623
0,160,0.7535689741682519
0,161,0.6928855434161127
0,162,0.680200128002246
0,163,0.7192033240637614
0,164,0.7168695068902651
0,165,0.7200351655264945
0,166,0.5575378325639789
0,167,0.48983376357833447
1,0,0.08249989498037853
1,1,0.07455814621188722
1,2,0.11059359063926784
1,3,0.12430527492553031
1,4,0.10434710338826421
1,5,0.09370699498288894
1,6,0.08457192491163806
1,7,0.07656552665335892
1,8,0.0817435690092929
1,9,0.08682179692867155
1,10,0.0570627145738071
1,11,0.06731453357061826
1,12,0.0838678774129366
1,13,0.11151109001348601
1,14,0.10966103278249832
1,15,0.09827836487174997
1,16,0.10862084396260688
1,17,0.08983003987967035
1,18,0.09051696771699
1,19,0.07568416605949557
1,20,0.048181097622606806
1,21,0.037380742095506216
1,22,0.03102818039352536
1,23,0.01734951748063884
1,24,0.010065334228697808
1,25,0.007667893772139496
1,26,0.007100580814303219
1,27,0.008108638056336584
1,28,0.015183178099427328
1,29,0.03239812473699879
1,30,0.03995756778278045
1,31,0.050643696837462684
1,32,0.053004931458518104
1,33,0.06237268815257778
1,34,0.04180594096536151
1,35,0.053522045858798016
1,36,0.04923644265902344
1,37,0.02981592181851755
1,38,0.0179849204490188
1,39,0.020284892522664067
1,40,0.02707622991432529
1,41,0.03292180725476629
1,42,0.03346783425709829
1,43,0.03484150914579937
1,44,0.03575143457530993
1,45,0.03650760276957671
1,46,0.03788350998112987
1,47,0.02870546533928075
1,48,0.031284254580978846
1,49,0.01563369654798419
1,50,0.00844402314446849
1,51,0.007408278672950868
1,52,0.006228746488929792
1,53,0.010648075239370064
1,54,0.025831424611204794
1,55,0.022023828635816402
1,56,0.012387064930900445
1,57,0.010319673309413017
1,58,0.01206473669628166
1,59,0.02607433199442456
1,60,0.02161266553294124
1,61,0.011387840396757507
1,62,0.011707288601812726
1,63,0.009119328856437724
1,64,0.01305924167654747
1,65,0.024784493681056133
1,66,0.023438510048435217
1,67,0.018592514595675114
1,68,0.028326191451539192
1,69,0.05884716710784954
1,70,0.08764891735836984
1,71,0.10152595306558156
1,72,0.10759914483280746
1,73,0.1143922227000015
1,74,0.11977136914230235
1,75,0.11270365311097724
1,76,0.10552761803429242
1,77,0.0960323710965774
1,78,0.0917997975621522
1,79,0.0863334675941818
1,80,0.07902219104934731
1,81,0.0723713963173815
1,82,0.04966185213210179
1,83,0.04094482664350665
1,84,0.03178657521314801
1,85,0.02783583106920863
1,86,0.03710166470526952
1,87,0.05244817497510168
1,88,0.06067799682298261
1,89,0.0651459630717942
1,90,0.061467475867261076
1,91,0.06589693777910759
1,92,0.06869076466291898
1,93,0.06791911461830373
1,94,0.05988173797731798
1,95,0.07344442287596259
1,96,0.0988650500837587
1,97,0.12184471212730984
1,98,0.12946363243196954
1,99,0.13305938015789717
1,100,0.13224735108092073
1,101,0.1285431282858904
1,102,0.11839277052118119
1,103,0.10027695451479877
1,104,0.09490370103668147
1,105,0.10271977443320304
1,106,0.07720818275358152
1,107,0.05631238631318203
1,108,0.04137244630685557
1,109,0.02906273856444215
1,110,0.016237358655267136
1,111,0.011116558441394645
1,112,0.008930616769600141
1,113,0.010842916407783313
1,114,0.01464835922264712
1,115,0.02058048969366929
1,116,0.02537784452539182
1,117,0.019611182657477036
1,118,0.013888971176036456
1,119,0.012593025201486852
1,120,0.014931488354461762
1,121,0.01277435662021986
1,122,0.017705951420777827
1,123,0.023817540149078227
1,124,0.022394319175707028
1,125,0.02088751527515292
1,126,0.023000783355465647
1,127,0.025064750781715345
1,128,0.029513895899548073
1,129,0.03386611115742931
1,130,0.024134227917207162
1,131,0.02631950873422193
1,132,0.02433488014829564
1,133,0.02124933126745726
1,134,0.020004444775015423
1,135,0.016736436535540217
1,136,0.017004035114370236
1,137,0.018993392731739486
1,138,0.027211707828568788
1,139,0.035213563100570534
1,140,0.03838863597279173
1,141,0.030627836397733088
1,142,0.019256333169127796
1,143,0.014246498268482078
1,144,0.01830444798075236
1,145,0.027410534998218813
1,146,0.039318578021385574
1,147,0.04023136184093074
1,148,0.04745120124088681
1,149,0.05673330002346139
1,150,0.06415251519621462
1,151,0.06331559551125965
1,152,0.05753029559921619
1,153,0.07033900693531715
1,154,0.045223070212085846
1,155,0.0467920456298342
1,156,0.04329542864091365
1,157,0.03960920138774413
1,158,0.04858823829313946
1,159,0.06933129252916305
1,160,0.08045399376685643
1,161,0.09705112111467132
1,162,0.11632374448524473
1,163,0.12559974387896441
1,164,0.13082476778885901
1,165,0.13689982044600932
1,166,0.1270552534400419
1,167,0.11712408492955892
2,0,0.6042980381822299
2,1,0.638395670350254
2,2,0.6565180840572775
2,3,0.6977031696983945
2,4,0.7301826344853045
2,5,0.722008954669659
2,6,0.7079860989968634
2,7,0.7245332680680691
2,8,0.7181328765425916
2,9,0.742164696530819
2,10,0.6190412077054802
2,11,0.6110837062364348
2,12,0.6126712294149099
2,13,0.5722167617653248
2,14,0.5302835492884747
2,15,0.5024012215362865
2,16,0.5316917819023251
2,17,0.5730517995234462
2,18,0.6236085573533436
2,19,0.6277554116186319
2,20,0.6358388426556331
2,21,0.6784578430322868
2,22,0.5920794577285536
2,23,0.6144075256150948
2,24,0.6751247700432019
2,25,0.6914484741083908
2,26,0.6794883241951303
2,27,0.686045974943826
2,28,0.6959887185753155
2,29,0.7022778432585345
2,30,0.6690190113874921
2,31,0.6368984928078592
2,32,0.640674375642661
2,33,0.7152639443868619
2,34,0.6178281726274758
2,35,0.5963122170890098
2,36,0.568464564298913
2,37,0.5439203237707664
2,38,0.5397537999953964
2,39,0.545308067311615
2,40,0.5702708213701845
2,41,0.5893250185127583
2,42,0.6030435630227577
2,43,0.6157503198550633
2,44,0.6168696639901591
2,45,0.6583208021068486
2,46,0.6429218034338096
2,47,0.6730370154606006
2,48,0.6713662172388736
2,49,0.6608324495328575
2,50,0.6448497432469962
2,51,0.651041518756454
2,52,0.6759920464263703
2,53,0.6813242941475405
2,54,0.6622450258301844
2,55,0.6334706112900655
2,56,0.5821289431504673
2,57,0.5609438079099761
2,58,0.4750625247701289
2,59,0.5092020515045128
2,60,0.48772030526738785
2,61,0.46117070230710944
2,62,0.43242702510177955
2,63,0.4280934147987219
2,64,0.44581874282039663
2,65,0.4597833834488649
2,66,0.48618172489638534
2,67,0.5252693366837259
2,68,0.5486568088536173
2,69,0.5861290658507742
2,70,0.5541962569821267
2,71,0.5566880039303217
2,72,0.547187086669045
2,73,0.5711381648085008
2,74,0.6056173258675361
2,75,0.6086730066104634
2,76,0.5976338070010644
2,77,0.5766780525207581
2,78,0.5594222744477112
2,79,0.5427780095221925
2,80,0.5365174279803083
2,81,0.5553857929560408
2,82,0.41514790438665417
2,83,0.45856194785092963
2,84,0.4410783499125313
2,85,0.42560423457258123
2,86,0.369287946167846
2,87,0.3205146354830399
2,88,0.3430847463768816
2,89,0.42419228784858837
2,90,0.47328994428430055
2,91,0.510823586544171
2,92,0.5080054076849099
2,93,0.4685067925437233
2,94,0.3737564379011182
2,95,0.4205168014714957
2,96,0.44735112059020865
2,97,0.5170548873380927
2,98,0.5187563446636022
2,99,0.5206392234173288
2,100,0.5339516745004305
2,101,0.5329699424301875
2,102,0.523512983543715
2,103,0.5127660177198989
2,104,0.5279398303047893
2,105,0.551341279747754
2,106,0.41208335746304614
2,107,0.40320572525305937
2,108,0.3779301403026109
2,109,0.37066763936564784
2,110,0.34199739499795684
2,111,0.2838053952897598
2,112,0.2572762776771972
2,113,0.25401440607943687
2,114,0.26922962894350694
2,115,0.3174502301202999
2,116,0.35699919622706716
2,117,0.36250453191167137
2,118,0.2616987919306531
2,119,0.26507369615623577
2,120,0.2908914778576045
2,121,0.33173565512625774
2,122,0.3535209749195508
2,123,0.37897107834325744
2,124,0.39353366462764106
2,125,0.38440043309459865
2,126,0.3554921727537735
2,127,0.344535484503996
2,128,0.32888721949410177
2,129,0.3164713404432752
2,130,0.24987402822386015
2,131,0.24638569090220983
2,132,0.23457974361500472
2,133,0.19370944277827398
2,134,0.1747353336967785
2,135,0.16543381050602748
2,136,0.15124554468424456
2,137,0.15657786691113476
2,138,0.16405216712100443
2,139,0.17903797197202928
2,140,0.20127684347322128
2,141,0.20800712956310205
2,142,0.17637092237787313
2,143,0.16174953431661707
2,144,0.15806250886613835
2,145,0.1775051453052542
2,146,0.22554442563655233
2,147,0.2441634590829249
2,148,0.2676408205413617
2,149,0.27091597278371327
2,150,0.27321307353839014
2,151,0.3138488173300381
2,152,0.3294744624033383
2,153,0.27968066177274153
2,154,0.19917152602977117
2,155,0.19453043248288807
2,156,0.20389700289249116
2,157,0.21738068860924176
2,158,0.22918822659356902
2,159,0.22104074857700695
2,160,0.21525397684829167
2,161,0.21084652951406418
2,162,0.21351350646514336
2,163,0.2022466229633322
2,164,0.1840534809763061
2,165,0.212246920400884
2,166,0.16095430310205236
2,167,0.15753019902426302
3,0,0.6299975867565197
3,1,0.6743152430436109
3,2,0.7723984024547089
3,3,0.8171646725831057
3,4,0.8270666317834634
3,5,0.8163336208810047
3,6,0.7650154667466408
3,7,0.7626356348404681
3,8,0.7856171625949021
3,9,0.7750272473782885
3,10,0.5241855466782173
3,11,0.5584828839781479
3,12,0.5882768273402691
3,13,0.6203401106257926
3,14,0.644319269971119
3,15,0.6591034250909452
3,16,0.6634811427802468
3,17,0.6888166042525788
3,18,0.7172486277564059
3,19,0.7411878669369524
3,20,0.7785466740742548
3,21,0.8227239764859969
3,22,0.7118705813691475
3,23,0.7164284538894258
3,24,0.7443056929009374
3,25,0.7675771373130621
3,26,0.8124756848967593
3,27,0.8468707737013387
3,28,0.8980453255109615
3,29,0.8736344502216271
3,30,0.8189753403930016
3,31,0.769809239277605
3,32,0.7826317779988013
3,33,0.8059997371206229
3,34,0.6943594721936364
3,35,0.7434632716259633
3,36,0.7395365370598633
3,37,0.7605617085194999
3,38,0.7864047178576631
3,39,0.8206797630461675
3,40,0.8135718428517887
3,41,0.7742303490982387
3,42,0.788109617347437
3,43,0.8141510503191224
3,44,0.8337011128306303
3,45,0.9032988132355124
3,46,0.8202585524086805
3,47,0.8496797883570392
