period_id,TimeStep,PV-FIX
0,0,0.0
0,1,0.0
0,2,0.0
0,3,0.0
0,4,0.0
0,5,0.0279536656121844
0,6,0.23338167306823193
0,7,0.4305515316883127
0,8,0.5688787355023249
0,9,0.6697814535665616
0,10,0.6949676550136561
0,11,0.6756669751319677
0,12,0.6021068991284305
0,13,0.4551788279753613
0,14,0.25539268302839213
0,15,0.06526560441945853
0,16,0.0
0,17,0.0
0,18,0.0
0,19,0.0
0,20,0.0
0,21,0.0
0,22,0.0
0,23,0.0
0,24,0.0
0,25,0.0
0,26,0.0
0,27,0.0
0,28,0.0
0,29,0.026099613374847664
0,30,0.1816563308419594
0,31,0.3426052554908182
0,32,0.5281207863526676
0,33,0.6123841817703086
0,34,0.6699662411484801
0,35,0.6390378404580612
0,36,0.5812083920797716
0,37,0.4440774463989557
0,38,0.25316678102173906
0,39,0.0646392272850185
0,40,0.0
0,41,0.0
0,42,0.0
0,43,0.0
0,44,0.0
0,45,0.0
0,46,0.0
0,47,0.0
0,48,0.0
0,49,0.0
0,50,0.0
0,51,0.0
0,52,0.0
0,53,0.025910770792848894
0,54,0.21369071776551163
0,55,0.4023129102107614
0,56,0.5554077786605158
0,57,0.6121309838613478
0,58,0.6181091307732006
0,59,0.5841304746942758
0,60,0.4611494251675226
0,61,0.31995574035129126
0,62,0.18218630856205872
0,63,0.06488484336962382
0,64,0.0
0,65,0.0
0,66,0.0
0,67,0.0
0,68,0.0
0,69,0.0
0,70,0.0
0,71,0.0
0,72,0.0
0,73,0.0
0,74,0.0
0,75,0.0
0,76,0.0
0,77,0.0
0,78,0.1431221736439564
0,79,0.36722280290194614
0,80,0.49803072497223466
0,81,0.6071702040651094
0,82,0.6301433406745977
0,83,0.5821070821635468
0,84,0.4950134616126981
0,85,0.40134170959595433
0,86,0.2229939275590197
0,87,0.06582469116583149
0,88,0.0
0,89,0.0
0,90,0.0
0,91,0.0
0,92,0.0
0,93,0.0
0,94,0.0
0,95,0.0
0,96,0.0
0,97,0.0
0,98,0.0
0,99,0.0
0,100,0.0
0,101,0.0
0,102,0.18136192032450377
0,103,0.414089044896549
0,104,0.5832281292255389
0,105,0.6751286109521439
0,106,0.7106251704622969
0,107,0.6821229195861027
0,108,0.6047043773469286
0,109,0.4575754114569742
0,110,0.26248463994461796
0,111,0.0661136902785937
0,112,0.0
0,113,0.0
0,114,0.0
0,115,0.0
0,116,0.0
0,117,0.0
0,118,0.0
0,119,0.0
0,120,0.0
0,121,0.0
0,122,0.0
0,123,0.0
0,124,0.0
0,125,0.0
0,126,0.13480523030010794
0,127,0.32775767645082343
0,128,0.41762470096193555
0,129,0.4547914671628009
0,130,0.48001080638813287
0,131,0.44997917853414887
0,132,0.41527178101659584
0,133,0.3009733407743406
0,134,0.14880219030968989
0,135,0.0
0,136,0.0
0,137,0.0
0,138,0.0
0,139,0.0
0,140,0.0
0,141,0.0
0,142,0.0
0,143,0.0
0,144,0.0
0,145,0.0
0,146,0.0
0,147,0.0
0,148,0.0
0,149,0.0
0,150,0.1314238908721782
0,151,0.22437334799640843
0,152,0.32376060905221943
0,153,0.4903878128326148
0,154,0.5995841071945555
0,155,0.5834882871852223
0,156,0.49020873360626066
0,157,0.40198366752260717
0,158,0.22332170684605396
0,159,0.06603918537999719
0,160,0.0
0,161,0.0
0,162,0.0
0,163,0.0
0,164,0.0
0,165,0.0
0,166,0.0
0,167,0.0
1,0,0.0
1,1,0.0
1,2,0.0
1,3,0.0
1,4,0.0
1,5,0.0
1,6,0.1413624437841986
1,7,0.25402589521004554
1,8,0.33762939167411166
1,9,0.48029628891675125
1,10,0.5548053658377767
1,11,0.49576428514534304
1,12,0.4481988920272418
1,13,0.32523628127927084
1,14,0.182636031573807
1,15,0.06654676814139827
1,16,0.0
1,17,0.0
1,18,0.0
1,19,0.0
1,20,0.0
1,21,0.0
1,22,0.0
1,23,0.0
1,24,0.0
1,25,0.0
1,26,0.0
1,27,0.0
1,28,0.0
1,29,0.0
1,30,0.13800273964081958
1,31,0.26105300470017295
1,32,0.4029601847547689
1,33,0.5600117084914049
1,34,0.6363541589480393
1,35,0.6113780629814296
1,36,0.5975348419619054
1,37,0.4677983991145774
1,38,0.2703549959104506
1,39,0.09186027349423154
1,40,0.0
1,41,0.0
1,42,0.0
1,43,0.0
1,44,0.0
1,45,0.0
1,46,0.0
1,47,0.0
1,48,0.0
1,49,0.0
1,50,0.0
1,51,0.0
1,52,0.0
1,53,0.0
1,54,0.22383488183529085
1,55,0.40932949978495736
1,56,0.5713462643411873
1,57,0.6845534680772578
1,58,0.7304589559199248
1,59,0.698741150835986
1,60,0.6150593008701272
1,61,0.48115753784832416
1,62,0.2798285334562992
1,63,0.09631071082359892
1,64,0.0
1,65,0.0
1,66,0.0
1,67,0.0
1,68,0.0
1,69,0.0
1,70,0.0
1,71,0.0
1,72,0.0
1,73,0.0
1,74,0.0
1,75,0.0
1,76,0.0
1,77,0.0
1,78,0.22188790748686799
1,79,0.4033855652740769
1,80,0.5651462707678839
1,81,0.6873991132611197
1,82,0.7307633167812965
1,83,0.7021051557827158
1,84,0.6191022912137725
1,85,0.47901878522582153
1,86,0.2789257303030671
1,87,0.09992067600550715
1,88,0.0
1,89,0.0
1,90,0.0
1,91,0.0
1,92,0.0
1,93,0.0
1,94,0.0
1,95,0.0
1,96,0.0
1,97,0.0
1,98,0.0
1,99,0.0
1,100,0.0
1,101,0.0
1,102,0.1191021411665014
1,103,0.26320548338455135
1,104,0.4082407452880317
1,105,0.5458740519497387
1,106,0.5735383131500549
1,107,0.5913937700639974
1,108,0.5206062044740357
1,109,0.4301647479882731
1,110,0.2589025673403701
1,111,0.07482400097377048
1,112,0.0
1,113,0.0
1,114,0.0
1,115,0.0
1,116,0.0
1,117,0.0
1,118,0.0
1,119,0.0
1,120,0.0
1,121,0.0
1,122,0.0
1,123,0.0
1,124,0.0
1,125,0.0
1,126,0.20888397726630503
1,127,0.40108174729050355
1,128,0.5276564088982115
1,129,0.6329162749778549
1,130,0.6963015407781268
1,131,0.6888991713812185
1,132,0.6186422360826914
1,133,0.4819909485256579
1,134,0.2882925765800672
1,135,0.10191161846742501
1,136,0.0
1,137,0.0
1,138,0.0
1,139,0.0
1,140,0.0
1,141,0.0
1,142,0.0
1,143,0.0
1,144,0.0
1,145,0.0
1,146,0.0
1,147,0.0
1,148,0.0
1,149,0.0
1,150,0.22557344977749935
1,151,0.4434992979849275
1,152,0.5808983744887393
1,153,0.6680167947404895
1,154,0.6828019253774497
1,155,0.6862659972405101
1,156,0.6159561314522338
1,157,0.470588775569646
1,158,0.26913211258051495
1,159,0.08203657240992317
1,160,0.0
1,161,0.0
1,162,0.0
1,163,0.0
1,164,0.0
1,165,0.0
1,166,0.0
1,167,0.0
2,0,0.0
2,1,0.0
2,2,0.0
2,3,0.0
2,4,0.01307044753861745
2,5,0.16360488457735206
2,6,0.36423205528205366
2,7,0.5381821203616929
2,8,0.6458343961732961
2,9,0.7194831374250605
2,10,0.7365607445121302
2,11,0.7054259540340401
2,12,0.6256567253331413
2,13,0.5080377415309351
2,14,0.34537327110253563
2,15,0.1979433308536769
2,16,0.0442720897905314
2,17,0.0
2,18,0.0
2,19,0.0
2,20,0.0
2,21,0.0
2,22,0.0
2,23,0.0
2,24,0.0
2,25,0.0
2,26,0.0
2,27,0.0
2,28,0.02361707023476459
2,29,0.1780247799485002
2,30,0.3913786360599312
2,31,0.5529860415259168
2,32,0.6638712792684435
2,33,0.7291854228266709
2,34,0.7504712635196068
2,35,0.7244117873675361
2,36,0.6543098091042058
2,37,0.5358605911310262
