period_id,TimeStep,PV-FIX,WIND-ON
0,0,0.0,0.820769994453288
0,1,0.0,0.7892821927982188
0,2,0.0,0.7604274125052461
0,3,0.0,0.7475763959949449
0,4,0.0,0.7399666522713734
0,5,0.0,0.720152592615172
0,6,0.0,0.7076732018012182
0,7,0.0,0.7221722408438165
0,8,0.009667814851702062,0.7100336176122982
0,9,0.14054555874200444,0.6900769924480329
0,10,0.33518171629136484,0.676934032975928
0,11,0.5321273726190062,0.6811105560788575
0,12,0.6451817248367168,0.7147038109332908
0,13,0.7168842736735904,0.7468774563088717
0,14,0.7057727633636657,0.7497470054546991
0,15,0.6509600400734498,0.7524678498264221
0,16,0.5754275178629079,0.75372830670949
0,17,0.4358033969411322,0.7488040363297196
0,18,0.2299217962447242,0.736800664279596
0,19,0.07315096790605718,0.7307960363454954
0,20,0.0,0.7130922237954277
0,21,0.0,0.7012472805718609
0,22,0.0,0.6816401763402247
0,23,0.0,0.6499993358106149
0,24,0.0,0.6078132031729387
0,25,0.0,0.5526662284308019
0,26,0.0,0.48523231736991923
0,27,0.0,0.42035649201123243
0,28,0.0,0.3833509675265764
0,29,0.0,0.37007966674047155
0,30,0.0,0.343372675889239
0,31,0.0,0.2959514735928643
0,32,0.009043315233377553,0.2928616601836074
0,33,0.14296035794081588,0.22418050102806863
0,34,0.3427456600268176,0.1341732005749258
0,35,0.5242128853465677,0.17258056387515286
0,36,0.6405866545796546,0.20401715034240464
0,37,0.7157212819395247,0.16321657597013398
0,38,0.7188824840087704,0.16143146303110992
0,39,0.6397497660070374,0.19504924940490867
0,40,0.5149939498153526,0.26402451005753724
0,41,0.3729383569994643,0.3457300561270274
0,42,0.19651708392692563,0.406393932007804
0,43,0.05374843498256156,0.45017138624495745
0,44,0.0,0.46425090309817485
0,45,0.0,0.4485589220690885
0,46,0.0,0.3790030175532472
0,47,0.0,0.31606020098914
0,48,0.0,0.2559210918584367
0,49,0.0,0.20992286669655838
0,50,0.0,0.19782256491693317
0,51,0.0,0.17722676637496806
0,52,0.0,0.15293503388370566
0,53,0.0,0.12979226375466127
0,54,0.0,0.13262541156578328
0,55,0.0,0.11639285262209002
0,56,0.0039677992256958875,0.11202119814217543
0,57,0.13332693213875874,0.10225641451218519
0,58,0.3270066674040063,0.05027084885709188
0,59,0.4989519493954996,0.06463908044848266
0,60,0.6337593504009125,0.15032336797130275
0,61,0.6847451604299544,0.2091998850997152
0,62,0.6371451895017695,0.2171143867578935
0,63,0.5854876283156816,0.213609040404942
0,64,0.48625729061506806,0.19089723227654812
0,65,0.307111373251143,0.23019498286733597
0,66,0.15230418823536165,0.274470556374572
0,67,0.03565801753455662,0.33378919219341213
0,68,0.0,0.3967096868630327
0,69,0.0,0.3808137391505465
0,70,0.0,0.28660699978347376
0,71,0.0,0.24122071511772272
0,72,0.0,0.1670374601617242
0,73,0.0,0.12464193470017065
0,74,0.0,0.14112105521070176
0,75,0.0,0.16603546978492917
0,76,0.0,0.148204584645744
0,77,0.0,0.12291827509044159
0,78,0.0,0.10081230650932903
0,79,0.0,0.07658095233718465
0,80,0.031231449027170993,0.05492475417735343
0,81,0.153885012957557,0.041506809762894496
0,82,0.3774408196506393,0.027246299779160748
0,83,0.5161159306934281,0.03894897791211151
0,84,0.6477437219237376,0.09226483566584874
0,85,0.714104595530351,0.1000897964268506
0,86,0.689574783886786,0.10820343148009848
0,87,0.6349063964729298,0.13606153577826968
0,88,0.5217253251920037,0.16526930470996698
0,89,0.3964873893209579,0.19248608454571803
0,90,0.22447557481174435,0.2390731236481541
0,91,0.06576927841913668,0.27212990797834996
0,92,0.0,0.332926523135553
0,93,0.0,0.3634455979960558
0,94,0.0,0.3669471126295645
0,95,0.0,0.3875122659309202
0,96,0.0,0.42877876461502273
0,97,0.0,0.42263273346108915
0,98,0.0,0.40081619167934646
0,99,0.0,0.3248795248765129
0,100,0.0,0.2843469324471313
0,101,0.0,0.30133117363065987
0,102,0.0,0.31241242962450405
0,103,0.0,0.3416571044006335
0,104,0.010032495125523372,0.3397232952024371
0,105,0.13817326082475948,0.32646605256922095
0,106,0.3395355030967845,0.3038596231116998
0,107,0.5018682800065136,0.3222075562150143
0,108,0.6383768129745726,0.3502684468141238
0,109,0.7012523983272755,0.3720076815273774
0,110,0.7069944727831334,0.38466771662572335
0,111,0.6535935954736161,0.41492876349895597
0,112,0.5542225007992397,0.4351026386406894
0,113,0.4108747258434552,0.450706400715807
0,114,0.23203042980219785,0.44756061865789054
0,115,0.06043315371603541,0.47015123588651164
0,116,0.0,0.554070144889804
0,117,0.0,0.6317426231748324
0,118,0.0,0.6483582529479751
0,119,0.0,0.642041961469339
0,120,0.0,0.6036449821288016
0,121,0.0,0.6150975487665057
0,122,0.0,0.628050020692717
0,123,0.0,0.6159355032339597
0,124,0.0,0.5979595023645481
0,125,0.0,0.6195708938873296
0,126,0.0,0.6206962698876449
0,127,0.0,0.6233523241410583
0,128,0.04398228932499411,0.6244040630086174
0,129,0.19425706141356122,0.5656265170646764
0,130,0.39877503952362764,0.4841978552995804
0,131,0.5807686226864195,0.4680685218133066
0,132,0.6954640999043258,0.47553142979036866
0,133,0.7734592627782825,0.462058674225832
0,134,0.7652966560549392,0.43083560606705745
0,135,0.6919178122743048,0.4166093811913121
0,136,0.5984100255874293,0.4426267051175226
0,137,0.44464671386093424,0.4795510482395866
0,138,0.25435185186297865,0.515046023770617
0,139,0.0737766093298064,0.6172999614976341
0,140,0.0,0.6908212911773753
0,141,0.0,0.7287652250408745
0,142,0.0,0.7332730130620221
0,143,0.0,0.7233487575262935
0,144,0.0,0.7001498165189525
0,145,0.0,0.6793167408792321
0,146,0.0,0.6366872101825813
0,147,0.0,0.6030785688458525
0,148,0.0,0.5569741795106156
0,149,0.0,0.5372023198578763
0,150,0.0,0.5159247732777372
0,151,0.0,0.5201322055841711
0,152,0.033392086939216956,0.5081506998796672
0,153,0.14619514879711915,0.4982229659941778
0,154,0.3308420264402884,0.44374469015677964
0,155,0.5359213243938555,0.4305021017216987
0,156,0.6550269956431485,0.4175124408295631
0,157,0.7251292101356441,0.41176886794109235
0,158,0.7373189863320873,0.39847525377543314
0,159,0.6809692139023786,0.39000615330258726
0,160,0.5868872118181164,0.4129039722513261
0,161,0.42967562380483076,0.46291944445383393
0,162,0.2562638849396309,0.515565741165958
0,163,0.07469597117164813,0.6492659106495574
0,164,0.0,0.7461521884527609
0,165,0.0,0.7973309919653968
0,166,0.0,0.8236059862517295
0,167,0.0,0.8109105630955973
1,0,0.0,0.6534649387180136
1,1,0.0,0.5597784787318002
1,2,0.0,0.5089745280747756
1,3,0.0,0.49138473472292393
1,4,0.0,0.4659044347915373
1,5,0.0,0.44085791530332435
1,6,0.0,0.4039197396740723
1,7,0.0,0.3642829989929235
1,8,0.021974481445580497,0.309667249576854
1,9,0.24734069428609953,0.23196146939240256
1,10,0.445893922016949,0.22676509371387604
1,11,0.6051226883660458,0.26102811822575905
1,12,0.7036960671065253,0.27085061180802206
1,13,0.7689147132180343,0.2589339898860808
1,14,0.7504334418835806,0.23674992660526037
1,15,0.6718400705994603,0.23491590815374958
1,16,0.5640974051554724,0.2760072035950684
1,17,0.4027124157645422,0.34047825888422856
1,18,0.2223497136546456,0.4111925177323885
1,19,0.0694323650548241,0.5282851764305975
1,20,0.0,0.6106582974337896
1,21,0.0,0.5983429553015753
1,22,0.0,0.5551701038178163
1,23,0.0,0.540064103385633
1,24,0.0,0.5289945383935551
1,25,0.0,0.49039244285378497
1,26,0.0,0.4332597220851393
1,27,0.0,0.3784459919829327
1,28,0.0,0.3438708547638461
1,29,0.0,0.3271680831756448
1,30,0.0,0.31801925696099753
1,31,0.0,0.3255470402056902
1,32,0.008326961171021776,0.29683692435154313
1,33,0.21200506975241792,0.2422180329255307
1,34,0.42778777964550135,0.25155050919559957
1,35,0.6205106248213077,0.2596129237391973
1,36,0.7269483268828688,0.247130067347881
1,37,0.8258539579194745,0.2463496078306646
1,38,0.8105154110604171,0.2773835274166171
1,39,0.7197461444441444,0.3390616551764052
1,40,0.6172974114549268,0.48103099026979723
1,41,0.4541573004350117,0.5406885118710802
1,42,0.24385401101011592,0.5725201890587999
1,43,0.06763574078503409,0.5323657617936146
1,44,0.0,0.5216695425141673
1,45,0.0,0.5521098712826569
1,46,0.0,0.5536821534939702
1,47,0.0,0.5266547202032122
1,48,0.0,0.45487412789388254
1,49,0.0,0.39984872935219606
1,50,0.0,0.3769577521513954
1,51,0.0,0.3687842901208826
1,52,0.0,0.3650942761781242
1,53,0.0,0.3580809906753983
1,54,0.0,0.34914969543097824
1,55,0.0,0.3359263166827033
1,56,0.025773466954479712,0.304575958804043
1,57,0.23455429777297615,0.26184859153762213
1,58,0.4249061315920048,0.29236049682530096
1,59,0.5719427029727031,0.32134085959427433
1,60,0.6673760467396266,0.3343102719778884
1,61,0.737848457951465,0.34637332944453064
1,62,0.7427357970064087,0.3608021288122786
1,63,0.6868595244644318,0.3905348794960847
1,64,0.5883386028441518,0.43259197685279543
1,65,0.4396485469441298,0.4776568121883009
1,66,0.22867035759515536,0.5123301861789656
1,67,0.0641603716636827,0.6145143184926692
1,68,0.0,0.6860721388910676
1,69,0.0,0.693218270106871
1,70,0.0,0.6963653975240583
1,71,0.0,0.6525808844081983
1,72,0.0,0.5971798922118081
1,73,0.0,0.5781917809688067
1,74,0.0,0.5702527052166027
1,75,0.0,0.5346554696085792
1,76,0.0,0.484712949086794
1,77,0.0,0.43836883886829087
1,78,0.0,0.4121973606114353
1,79,0.0,0.40164745766763976
1,80,0.010686411401356195,0.37373802216570134
1,81,0.25796255937211665,0.32983820409687875
1,82,0.4696493753999476,0.3155831263737299
1,83,0.6229416070107786,0.32354611631272234
1,84,0.7113466100466652,0.2936085772545692
1,85,0.7776290713324686,0.2765967562059854
1,86,0.7453497455019498,0.2670422786263397
1,87,0.6776028625782208,0.28363930327285514
1,88,0.5833856690026886,0.31937887448577607
1,89,0.41705235620732845,0.37080756145313337
1,90,0.2205058721912681,0.4272726860007468
1,91,0.062141675038805196,0.5180019228428182
1,92,0.0,0.6391064130848444
1,93,0.0,0.6826973732792565
1,94,0.0,0.7245519514910236
1,95,0.0,0.7436496243652891
1,96,0.0,0.7276348678052839
1,97,0.0,0.6868650238229435
1,98,0.0,0.6378427631022408
1,99,0.0,0.6048775696391233
1,100,0.0,0.5786829392819017
1,101,0.0,0.573106527282851
1,102,0.0,0.5621449401446676
1,103,0.0,0.558442145288835
1,104,0.01369102596469607,0.5317066209001525
1,105,0.22668029231407377,0.46501702559847646
1,106,0.4340757259504366,0.4279718939071811
1,107,0.6115331079651247,0.4056077696148169
1,108,0.6932374617775291,0.40224301330568357
1,109,0.736724600040721,0.3829071522359287
1,110,0.7668638297026258,0.3676502118599662
1,111,0.6837528457237557,0.36569104519399137
1,112,0.5920056060123015,0.3859041528853518
1,113,0.4481484200624959,0.4320095171803135
1,114,0.24515797545377171,0.4858142576315433
1,115,0.07219664975933905,0.6322352460562477
1,116,0.0,0.7324662062161713
1,117,0.0,0.8047607385394155
1,118,0.0,0.8224898063780767
1,119,0.0,0.7861594010569585
1,120,0.0,0.7543498116030928
1,121,0.0,0.7372610751728964
1,122,0.0,0.7387977819979175
1,123,0.0,0.7303293073725806
1,124,0.0,0.7070770799201901
1,125,0.0,0.7162699368486998
1,126,0.0,0.724074732121768
1,127,0.0,0.7342112138250285
1,128,0.04097906178090627,0.718648472435278
1,129,0.27134524082082706,0.6639250985349954
1,130,0.4637113207394542,0.6123173127434212
1,131,0.6040514116672665,0.5808104206105954
1,132,0.7017247014556929,0.5389963564457357
1,133,0.7436846176696201,0.5101043403547123
1,134,0.7283232265541554,0.4881332738427785
1,135,0.6904934355842586,0.4587339764147387
1,136,0.5902841126418769,0.4931537033506962
1,137,0.442184839575657,0.5817335414288618
1,138,0.2389487501378145,0.658807190084456
1,139,0.07099498880084505,0.7644297115825831
1,140,0.0,0.8684666590603969
1,141,0.0,0.9146931184621455
1,142,0.0,0.9828265567394162
1,143,0.0,0.9992430806159973
1,144,0.0,0.9895505601966176
1,145,0.0,0.9702823843220849
1,146,0.0,0.9378518604750666
1,147,0.0,0.9074260326359348
1,148,0.0,0.8750065271110473
1,149,0.0,0.8526435651069143
1,150,0.0,0.8389855373923917
1,151,0.0,0.8320044596203147
1,152,0.03718390298242874,0.8149062120109684
1,153,0.2774097389927793,0.800181833805412
1,154,0.47139169815083554,0.7932429390069328
1,155,0.6144267713749404,0.8140327928513394
1,156,0.721198924749189,0.8075989101604736
1,157,0.8051542997226023,0.8278938335768672
1,158,0.79117420566825,0.8351523789261869
1,159,0.7042938515704609,0.8242082388838661
1,160,0.5996160013151971,0.8185908360017108
1,161,0.43490556751164117,0.8219407550416687
1,162,0.23666038444593823,0.7882039724918446
1,163,0.06817932340486998,0.7615988542881948
1,164,0.0,0.7510705239248613
1,165,0.0,0.8053373697408784
1,166,0.0,0.835684843174874
1,167,0.0,0.8504855151720001
2,0,0.0,0.8201527736348954
2,1,0.0,0.8170626217570875
2,2,0.0,0.782015556134676
2,3,0.0,0.7411244456825403
2,4,0.0,0.7269176997783283
2,5,0.0,0.6949412953541592
2,6,0.0,0.6975088645619757
2,7,0.0,0.7023890669750561
2,8,0.0902410189325379,0.6784763277251361
2,9,0.2641299592422111,0.6711648865532768
2,10,0.4187428905334175,0.6822657300840387
2,11,0.5418863538456146,0.5848237763272573
2,12,0.66022279911761,0.49622931332103554
2,13,0.7176684859517108,0.474256977019853
2,14,0.7093654100784533,0.5002480999678246
2,15,0.6419198716052674,0.5711066666920284
2,16,0.5619460124623111,0.6426978549805734
2,17,0.4411386173733109,0.711049179726486
2,18,0.28521615882950774,0.8039549460348504
2,19,0.1048990594235096,0.8800020121253932
2,20,0.0,0.9283183636881027
2,21,0.0,0.9674217556319933
2,22,0.0,0.9726375762223248
2,23,0.0,0.9550949140839847
2,24,0.0,0.932014633977218
2,25,0.0,0.9013326610151752
2,26,0.0,0.8718681998761801
2,27,0.0,0.8610877902700115
2,28,0.0,0.8417556512899487
2,29,0.0,0.8179615250441099
2,30,0.0,0.8016794538990182
2,31,0.0,0.7921827916439299
2,32,0.10593893217769107,0.7356230151111504
2,33,0.2857050803467709,0.7194638633970467
2,34,0.4516422192162722,0.6569864975016735
2,35,0.5823430729722484,0.568529478804044
2,36,0.6621741623294448,0.5119506213728063
2,37,0.7255910052564045,0.5053080770778566
2,38,0.72083344900495,0.5327871338519932
2,39,0.6526573656155085,0.5869579833879395
2,40,0.5678867905892988,0.6541782154210016
2,41,0.4492037250510197,0.7206962092961703
2,42,0.2920811587322615,0.7745646180234061
2,43,0.11056851523141446,0.8194146535531541
2,44,0.0,0.8859905308723368
2,45,0.0,0.922570513110621
2,46,0.0,0.940128344600488
2,47,0.0,0.978998481687672
2,48,0.0,0.963316859073479
2,49,0.0,0.9172211262310831
2,50,0.0,0.8954704964099535
2,51,0.0,0.8725536072064217
2,52,0.0,0.8649441806640706
2,53,0.0,0.8566051053330461
2,54,0.0,0.8431420376325003
2,55,0.0,0.8253667092321345
2,56,0.11225613250221615,0.7505624645359249
2,57,0.3006646018885401,0.7050572262688087
2,58,0.4791390025819776,0.6520514812775993
2,59,0.6006939516839556,0.6094937240079423
2,60,0.6794598219866187,0.5749905049696953
2,61,0.7323744647777295,0.5836232294420421
2,62,0.7081494197386228,0.643925693287519
2,63,0.6360175912580043,0.7179902830854774
2,64,0.5279731118604638,0.79403281178158
2,65,0.41248310629353757,0.8579787884612788
2,66,0.28246858657838436,0.9085186421131826
2,67,0.10395814846223386,0.9241725337222756
2,68,0.0,0.9428874380471812
2,69,0.0,0.9746680043550014
2,70,0.0,0.9873115023908527
2,71,0.0,0.9808864326547051
2,72,0.0,0.933771425187728
2,73,0.0,0.893198349578068
2,74,0.0,0.8625313522528472
2,75,0.0,0.8368682143776873
2,76,0.0,0.7812116624599681
2,77,0.0,0.739531835135217
2,78,0.0,0.7256449643631794
2,79,0.0,0.7363903637616738
2,80,0.0942754032333985,0.7082590025201807
2,81,0.292803698122274,0.7118734134452355
2,82,0.4643104656588116,0.6703319133210984
2,83,0.6068423213858076,0.5673554931851321
2,84,0.6878593811524939,0.5024460168148066
2,85,0.7385014523323938,0.5144662154351161
2,86,0.7278282677774098,0.533632050340801
2,87,0.6592126925451682,0.5613504863365535
2,88,0.5659561582717009,0.5963616998373799
2,89,0.4370296342403109,0.6370822519421896
2,90,0.28636370065274974,0.6846292133994062
2,91,0.10921073889614286,0.7658957583079817
2,92,0.0,0.8868356187241531
2,93,0.0,0.9354587622258734
2,94,0.0,0.915782146346081
2,95,0.0,0.9028127084176706
2,96,0.0,0.8788784817366094
2,97,0.0,0.8463411987353526
2,98,0.0,0.7955917606735994
2,99,0.0,0.7585598569293134
2,100,0.0,0.7516903088021811
2,101,0.0,0.7448145021999591
2,102,0.0,0.726359354393539
2,103,0.0,0.7251199155559805
2,104,0.09728392120250166,0.6839966901836725
2,105,0.2907113560181561,0.6041380264993554
2,106,0.4687782453477457,0.44196039944088594
2,107,0.5952924319699394,0.40913433624291534
2,108,0.6728955806906681,0.3972452601263009
2,109,0.7309920310359368,0.4338007151026859
2,110,0.7127123576354522,0.4714864357791416
2,111,0.648834709572197,0.49667941316375247
2,112,0.5400200626139018,0.5576957529505635
2,113,0.42107044502399715,0.6679783020051284
2,114,0.2816014345784292,0.770277890411839
2,115,0.09193971009333682,0.8663296580376211
2,116,0.0,0.9054715917572727
2,117,0.0,0.9038410578311317
2,118,0.0,0.8848772748134919
2,119,0.0,0.8590111462790235
2,120,0.0,0.8492227571285333
2,121,0.0,0.8477006438327563
2,122,0.0,0.8289921767965144
2,123,0.0,0.799158525231751
2,124,0.0,0.771425754347817
2,125,0.0,0.7872596888742228
2,126,0.0,0.8062204544128015
2,127,0.0,0.8093834504703142
2,128,0.09552932645396607,0.7736909199997511
2,129,0.2844522047050333,0.7570003864977032
2,130,0.46218974777308824,0.6875612493744114
2,131,0.5961538768674918,0.6696765019678939
2,132,0.6822956806518538,0.6359637357840432
2,133,0.7342036314799251,0.6167549260160755
2,134,0.7304068952436027,0.5955886217019232
2,135,0.6655030980007944,0.6112636952689686
2,136,0.5816259911047316,0.6631126207443694
2,137,0.46309162511031826,0.7430803979616493
2,138,0.2964894957674395,0.8312071926915097
2,139,0.10799694428670051,0.8921947211412112
2,140,0.0,0.9515183073286981
2,141,0.0,0.9599713614120111
2,142,0.0,0.9207925548432896
2,143,0.0,0.9132240244554235
2,144,0.0,0.8972733842697255
2,145,0.0,0.8695389221074041
2,146,0.0,0.8544538811805725
2,147,0.0,0.8382210508234187
2,148,0.0,0.8118625367612672
2,149,0.0,0.7783485740188676
2,150,0.0,0.7455787365140689
2,151,0.0,0.7039534398788198
2,152,0.09099000844113293,0.6612129798399367
2,153,0.2869396158031076,0.6299016650536643
2,154,0.47250155728991655,0.5719280691958564
2,155,0.593890664201093,0.5638304890470732
2,156,0.6745116517012221,0.5605474420263219
2,157,0.7319976746725732,0.5842208989119785
2,158,0.7202585141938389,0.6009006365444968
2,159,0.6611250986479833,0.6275862602380039
2,160,0.5787758185485777,0.6130531870118224
2,161,0.4574784526809307,0.6913174222108138
2,162,0.2889436511375412,0.7729478974458562
2,163,0.10090952096640267,0.8340318287636364
2,164,0.0,0.8731040102882995
2,165,0.0,0.8886554864228888
2,166,0.0,0.8991812058951685
2,167,0.0,0.8836620130612504
3,0,0.0,0.6732703195296773
3,1,0.0,0.6550258165969413
3,2,0.0,0.6471558288750219
3,3,0.0,0.6384775938645721
3,4,0.0,0.6406646030835408
3,5,0.0,0.634395563091832
3,6,0.0,0.6267546256241087
3,7,0.0,0.6070014676005603
3,8,0.08308601575882614,0.5630945494975261
