period_id,TimeStep,WIND-ON
0,0,0.5102839283424347
0,1,0.5685334152994641
0,2,0.594987612398839
0,3,0.5902399368626291
0,4,0.6074627983528806
0,5,0.6981170194163787
0,6,0.6482579524924869
0,7,0.7110730824001457
0,8,0.7251321227153893
0,9,0.6780495063791807
0,10,0.6577864106337901
0,11,0.6169706664007337
0,12,0.6107434048954988
0,13,0.6442092473817583
0,14,0.6745747277716333
0,15,0.7231740439024361
0,16,0.7337677363895063
0,17,0.7889166095860946
0,18,0.8688911683963352
0,19,0.8646970014610524
0,20,0.8422142287389002
0,21,0.8348151332918307
0,22,0.8491018434824478
0,23,0.8309233738339108
0,24,0.8211556891388583
0,25,0.8153271363489593
0,26,0.800083208674644
0,27,0.7785270961215616
0,28,0.7561056632017685
0,29,0.7430910022293087
0,30,0.7647205543276688
0,31,0.7858520433903525
0,32,0.8245517697468983
0,33,0.7488910441307216
0,34,0.6676888945446946
0,35,0.6037839798003011
0,36,0.5718511157994365
0,37,0.5643529044506062
0,38,0.5154609030223006
0,39,0.466781365662176
0,40,0.4739166939986355
0,41,0.479968426447324
0,42,0.47797401529192374
0,43,0.4534171267586386
0,44,0.4149977243585133
0,45,0.382768989523012
0,46,0.3584629504492352
0,47,0.3402911929459898
0,48,0.3366108379181188
0,49,0.34383356984361285
0,50,0.3350864060765312
0,51,0.32643180832300767
0,52,0.28742732672836313
0,53,0.22561551684156245
0,54,0.15312127474120013
0,55,0.2192355316792007
0,56,0.20442043458980463
0,57,0.13565978936638665
0,58,0.08722788115926018
0,59,0.0628244431286329
0,60,0.052201360584564184
0,61,0.050713909285936935
0,62,0.049782909153658836
0,63,0.03955769879029145
0,64,0.06787281085297975
0,65,0.0995715834058232
0,66,0.1221111618381097
0,67,0.09820407983235598
0,68,0.07006110515634978
0,69,0.0419149701923995
0,70,0.04025796520287894
0,71,0.03869822464583661
0,72,0.050962074880739366
0,73,0.059345265367153635
0,74,0.06069505932442063
0,75,0.05541866864996349
0,76,0.04793592719001632
0,77,0.02972341625257134
0,78,0.009744122953425855
0,79,0.00857883889979414
0,80,0.007931942548354791
0,81,0.005731456611572052
0,82,0.004743489029472292
0,83,0.0034829596248389045
0,84,0.003661256002942133
0,85,0.004597637756860507
0,86,0.006333475115040146
0,87,0.007850804173255304
0,88,0.022593255100728692
0,89,0.05806089247473837
0,90,0.07862593997031067
0,91,0.060395897816679096
0,92,0.04225748000600027
0,93,0.027716272261860988
0,94,0.015880067762599197
0,95,0.011935412390203052
0,96,0.013569184089320072
0,97,0.023224038019384233
0,98,0.017828795062078046
0,99,0.012124109727104395
0,100,0.010179612805210493
0,101,0.010381551789989786
0,102,0.007076477385412264
0,103,0.009284477284485157
0,104,0.018129055116539172
0,105,0.040566474291844075
0,106,0.03505889624012105
0,107,0.030135273587007808
0,108,0.02571434326365988
0,109,0.026090891261759952
0,110,0.030446031095634034
0,111,0.03457856889767681
0,112,0.08097508734210057
0,113,0.17450927404897468
0,114,0.22999510058170966
0,115,0.22382641719695287
0,116,0.17936747646507845
0,117,0.1527028749691415
0,118,0.11768401773052899
0,119,0.10661738225424612
0,120,0.09797613925255358
0,121,0.0949420376531031
0,122,0.0963743455489156
0,123,0.09177281315146482
0,124,0.0959504099954602
0,125,0.09114233343004818
0,126,0.058465646922322076
0,127,0.031092786610403714
0,128,0.03431525420287878
0,129,0.029376107644172894
0,130,0.016664262482285544
0,131,0.012169509633120147
0,132,0.015154027825539672
0,133,0.02380411249333601
0,134,0.10836372632807652
0,135,0.15918714176915721
0,136,0.3214934575277036
0,137,0.40117261571772844
0,138,0.4180463860481697
0,139,0.386535327562547
0,140,0.3416693351207326
0,141,0.2650150364988268
0,142,0.19830084887561483
0,143,0.186872093657553
0,144,0.15214332311949322
0,145,0.1263486149910798
0,146,0.12530393596938674
0,147,0.12155089887193382
0,148,0.0955988932577384
0,149,0.08192717965417803
0,150,0.04118113808630004
0,151,0.017940319491931866
0,152,0.01978602802717096
0,153,0.024383677016436827
0,154,0.023536017837152444
0,155,0.012546771955636657
0,156,0.014754217769516466
0,157,0.023031316955029746
0,158,0.02513698100801248
0,159,0.030961191558137036
0,160,0.07656260432148522
0,161,0.09878160744950093
0,162,0.188895716056017
0,163,0.23715052396192965
0,164,0.21512710271426397
0,165,0.2327901031151237
0,166,0.23669599549662762
0,167,0.20924567729295318
1,0,0.18365536235474716
1,1,0.23515484055901872
1,2,0.2704791082485546
1,3,0.26365023212949606
1,4,0.26750173351943424
1,5,0.22159023547974802
1,6,0.13951488135182183
1,7,0.1370458264295713
1,8,0.14041814942477124
1,9,0.11690568206465392
1,10,0.07731293642010861
1,11,0.05583592999278278
1,12,0.04614747019450724
1,13,0.0502081632894449
1,14,0.05442460748511417
1,15,0.06243112741624692
1,16,0.14249324131066113
1,17,0.18501981961467504
1,18,0.2082825088892978
1,19,0.22738124133647006
1,20,0.18618211019058423
1,21,0.1341338581563211
1,22,0.1117103352269241
1,23,0.10080267293530906
1,24,0.11063623279105786
1,25,0.1162135296995805
1,26,0.10013864212936205
1,27,0.08821711403134315
1,28,0.09448655804570581
1,29,0.14173379486320542
1,30,0.12281045916390287
1,31,0.1441633310293361
1,32,0.14508540875045176
1,33,0.11451116362741282
1,34,0.08243937765869608
1,35,0.07574164490654156
1,36,0.06511292183467801
1,37,0.06585351130086711
1,38,0.07300043342251578
1,39,0.0868197677172343
1,40,0.1553506197471969
1,41,0.2448751108303639
1,42,0.2409147906426605
1,43,0.16128978259079152
1,44,0.1237637732251114
1,45,0.118882063837595
