period_id,TimeStep,WIND-ON
0,0,0.14122908086840202
0,1,0.14576889661261952
0,2,0.11975770216580695
0,3,0.07461106766859112
0,4,0.040016556022718995
0,5,0.03350852756834226
0,6,0.02388097968274174
0,7,0.015235925489339634
0,8,0.01179679154874911
0,9,0.014257694383571067
0,10,0.015937755769889816
0,11,0.019653911262284416
0,12,0.025684463757386373
0,13,0.031909208368452055
0,14,0.02888276843319598
0,15,0.03260429206968647
0,16,0.03863166828868865
0,17,0.0392157603642891
0,18,0.04739481924628359
0,19,0.048148475384904854
0,20,0.046304467596536995
0,21,0.04559750363238296
0,22,0.024403897360526214
0,23,0.046878051247568484
0,24,0.07532099696425128
0,25,0.09655207702317906
0,26,0.09938916911754336
0,27,0.10137956220934526
0,28,0.09772681830713457
0,29,0.10455021994965008
0,30,0.13004727272778757
0,31,0.16720411453794315
0,32,0.1803442658515265
0,33,0.20889987678075175
0,34,0.20450983883815704
0,35,0.23675672249007307
0,36,0.2725292586428916
0,37,0.29253279887083317
0,38,0.2705046003259724
0,39,0.29695790794312954
0,40,0.34171763000873945
0,41,0.38043409090477787
0,42,0.40556802468388425
0,43,0.3965357813784213
0,44,0.4490915263699762
0,45,0.464331087686411
0,46,0.4035857924625423
0,47,0.4840719253715924
0,48,0.4760025604722571
0,49,0.43796143768381324
0,50,0.41512679314564577
0,51,0.4603104905613974
0,52,0.544152660996021
0,53,0.6069746841685991
0,54,0.7512207567242212
0,55,0.8796176042497399
0,56,0.9716880828425438
0,57,0.9927985013521478
0,58,0.9900764313376619
0,59,0.9937927516741761
0,60,0.9904298571299357
0,61,0.9940819335842048
0,62,0.9969272163513556
0,63,0.9985970854195549
0,64,0.9993225137877416
0,65,0.9997588794552068
0,66,0.9998905461345446
0,67,0.9999230555059141
0,68,0.9995383174023931
0,69,0.9987825850350122
0,70,0.9948448483123193
0,71,0.9932685585499414
0,72,0.9822917953840415
0,73,0.8860609169516988
0,74,0.7688577686951457
0,75,0.7339477950750366
0,76,0.7735652846152019
0,77,0.8086186670313665
0,78,0.8536457457697555
0,79,0.8598910418790453
0,80,0.8571565194590554
0,81,0.866117691665933
0,82,0.7416814491817911
0,83,0.8129811812834948
0,84,0.9269897138334896
0,85,0.9607914084625817
0,86,0.9641820092365396
0,87,0.9647717178089584
0,88,0.9753345912287753
0,89,0.9844891706017932
0,90,0.9855980357052353
0,91,0.981766564145427
0,92,0.983336818936649
0,93,0.9776493429102145
0,94,0.931690087129248
0,95,0.9580422083966948
0,96,0.944877889879689
0,97,0.8751287976711878
0,98,0.8065742323871582
0,99,0.7186784090801619
0,100,0.6687291432954797
0,101,0.6216409207417156
0,102,0.5646512625738532
0,103,0.5234063325445929
0,104,0.5292169517849304
0,105,0.5404831154112544
0,106,0.5181121031859507
0,107,0.5574565686442108
0,108,0.6727099543143557
0,109,0.7872964731882693
0,110,0.8999186909074024
0,111,0.9102053762316298
0,112,0.9363025137589304
0,113,0.9209512011679716
0,114,0.9481668249831822
0,115,0.9533602231365071
0,116,0.9572493969678509
0,117,0.981013210997127
0,118,0.9545357858470922
0,119,0.9414439813579893
0,120,0.8434500221136548
0,121,0.7395911934602895
0,122,0.6588235750920798
0,123,0.6199554352543283
0,124,0.6301576856199748
0,125,0.5850902197618602
0,126,0.6233159307112699
0,127,0.6571086896094079
0,128,0.6786840492507229
0,129,0.6337354301044128
0,130,0.5596917630145379
0,131,0.5363140778640287
0,132,0.5767324999670621
0,133,0.7023859737815629
0,134,0.779684596355444
0,135,0.8515144919808305
0,136,0.8776997003505685
0,137,0.8700828018256953
0,138,0.8723181054712205
0,139,0.8644041274197446
0,140,0.8413264076544728
0,141,0.8280656289400649
0,142,0.7541804357223899
0,143,0.7704812156724635
0,144,0.7756754184886091
0,145,0.7474808180438012
0,146,0.7367585170773303
0,147,0.7042572320724023
0,148,0.6937906847395173
0,149,0.716639830593149
0,150,0.6918013446632586
0,151,0.655412470317356
0,152,0.6272087255253073
0,153,0.5711535491132869
0,154,0.4347949479230732
0,155,0.37167151146888555
0,156,0.35857706450681576
0,157,0.39119458851996247
0,158,0.48007677695004897
0,159,0.49239004035774026
0,160,0.5098922787567696
0,161,0.6454564269066438
0,162,0.756509278937301
0,163,0.8157561305596461
0,164,0.8166028792327531
0,165,0.7773277041840585
0,166,0.5786608545487946
0,167,0.6611073124855386
1,0,0.7241388921374294
1,1,0.6772625400007722
1,2,0.6005668312683525
1,3,0.5059049261271841
1,4,0.47825042331495693
1,5,0.3897506005103127
1,6,0.31615744171107824
1,7,0.24239975916732517
1,8,0.21326397428148589
1,9,0.2958915615353513
1,10,0.372904286131774
1,11,0.40641511643853784
1,12,0.38546239055442644
1,13,0.35679606894858445
1,14,0.32618388957071076
1,15,0.39374727559152
1,16,0.4667451840047288
1,17,0.3997284790923831
1,18,0.3632001674652467
1,19,0.32409151930317215
1,20,0.24929088517809614
1,21,0.217793082830259
1,22,0.23243152589541577
1,23,0.3558018718449965
1,24,0.37656795001449367
1,25,0.2846358230467366
1,26,0.17585817571957363
1,27,0.1370669031781601
1,28,0.09291575030029162
1,29,0.05233109773735169
1,30,0.036028573641587264
1,31,0.024789102167596156
1,32,0.019149628908424286
1,33,0.01284368116162489
1,34,0.022986801404976664
1,35,0.022551573813862132
1,36,0.04174055835643742
1,37,0.06947435770941757
1,38,0.08903141615392911
1,39,0.14261433594271813
1,40,0.16554596186421533
1,41,0.18964228825779644
1,42,0.1876211774821227
1,43,0.18366531030111108
1,44,0.18142236590668467
1,45,0.16172282998882698
1,46,0.1404104347249995
1,47,0.07880808241609391
1,48,0.04434075015935158
1,49,0.065700325167259
1,50,0.06433731043402856
1,51,0.028042014684368236
1,52,0.01213915655338975
1,53,0.013122272114152907
1,54,0.019299596611182322
1,55,0.026189338410315226
1,56,0.03382770108531901
1,57,0.052829040333612375
1,58,0.10703163404733773
1,59,0.12183845280773839
1,60,0.15368834622936067
1,61,0.22987097171919005
1,62,0.3187252272090027
1,63,0.3704073620517794
1,64,0.34537683915319745
1,65,0.37816400936315814
1,66,0.43141467471968376
1,67,0.44180398293672635
1,68,0.3991973718283552
1,69,0.349955200304309
1,70,0.26072959292271586
1,71,0.2945268363614423
1,72,0.3620905033756175
1,73,0.43009612612225073
1,74,0.3878535036022288
1,75,0.35105821421761
1,76,0.3111394408940403
1,77,0.24851780856615796
1,78,0.1730329470799715
1,79,0.13115109449701573
1,80,0.08180344934569023
1,81,0.04276760081714936
1,82,0.01046839887027972
1,83,0.0045523904204143074
1,84,0.0027635786698228105
1,85,0.0022923075594007
1,86,0.004793006955566391
1,87,0.008174071539340654
1,88,0.008520457330209157
1,89,0.012629082722907815
1,90,0.020060989646687344
1,91,0.0365913943065093
1,92,0.060064823334211384
1,93,0.10841360199597727
1,94,0.095478013852827
1,95,0.13524705390086916
1,96,0.16889598818953655
1,97,0.26592677810026855
1,98,0.2674580599631242
1,99,0.19829611119820828
1,100,0.15134776515520693
1,101,0.13307280174073663
1,102,0.11636727036039778
1,103,0.08837650470296697
1,104,0.0716054986752485
1,105,0.05521552444145786
1,106,0.04346299979329519
1,107,0.03725584782385784
1,108,0.04323335317528881
1,109,0.05579911466716408
1,110,0.07044351340800013
1,111,0.08368352699649369
1,112,0.10325873399359355
1,113,0.09058784692303999
1,114,0.08711426334434852
1,115,0.11570715627468978
1,116,0.12878630967611054
1,117,0.17710730192570878
1,118,0.3010842210167216
1,119,0.34882579855945733
1,120,0.2736427282058081
1,121,0.15921550063934056
1,122,0.15270982727835192
1,123,0.17468950302308875
1,124,0.19090935972207704
1,125,0.20666822977427507
1,126,0.23781254246771003
1,127,0.2622452924261854
1,128,0.2770309930450163
1,129,0.2556766978385936
1,130,0.19567914121754929
1,131,0.21695296588442087
1,132,0.2441110726282689
1,133,0.2392873404065286
1,134,0.24151267801209128
1,135,0.28637921232615454
1,136,0.4195947526418853
1,137,0.5424377591930275
1,138,0.6055561920494368
1,139,0.6877942139324358
1,140,0.801111098341973
1,141,0.8473565692823033
1,142,0.764991546912832
