period_id,TimeStep,PV-FIX
0,0,0.0
0,1,0.0
0,2,0.0
0,3,0.0
0,4,0.0
0,5,0.0
0,6,0.11551506125316262
0,7,0.308912412504483
0,8,0.482656984452426
0,9,0.6200703347932388
0,10,0.6908829692959589
0,11,0.7138147680812369
0,12,0.6752988679029531
0,13,0.605240560344292
0,14,0.4887638630437549
0,15,0.36107462738851653
0,16,0.23450885839590704
0,17,0.058426069128785174
0,18,0.0
0,19,0.0
0,20,0.0
0,21,0.0
0,22,0.0
0,23,0.0
0,24,0.0
0,25,0.0
0,26,0.0
0,27,0.0
0,28,0.0
0,29,0.0
0,30,0.11946372705550962
0,31,0.3450709307280851
0,32,0.5182693262878957
0,33,0.660635925148191
0,34,0.7506192257365732
0,35,0.7873530474821092
0,36,0.7635815716639217
0,37,0.7114573517642049
0,38,0.5900017438638765
0,39,0.43848495492831807
0,40,0.24753520161888498
0,41,0.061514933999180794
0,42,0.0
0,43,0.0
0,44,0.0
0,45,0.0
0,46,0.0
0,47,0.0
0,48,0.0
0,49,0.0
0,50,0.0
0,51,0.0
0,52,0.0
0,53,0.0
0,54,0.1441805058546282
0,55,0.3359956218219638
0,56,0.5021403252281228
0,57,0.6352796588660623
0,58,0.715506422757442
0,59,0.7553961170029942
0,60,0.7537064933002284
0,61,0.6768069572589323
0,62,0.5678559136978749
0,63,0.41694726032884344
0,64,0.24272069558636167
0,65,0.05537851502333899
0,66,0.0
0,67,0.0
0,68,0.0
0,69,0.0
0,70,0.0
0,71,0.0
0,72,0.0
0,73,0.0
0,74,0.0
0,75,0.0
0,76,0.0
0,77,0.0
0,78,0.12250072718028014
0,79,0.34848721058992815
0,80,0.5149956192819944
0,81,0.6468759409390166
0,82,0.7391064984310751
0,83,0.7670471086330743
0,84,0.7492227761222604
0,85,0.6703612656531299
0,86,0.5643395016103856
0,87,0.4203324468067274
0,88,0.23718900262147036
0,89,0.05055272263612006
0,90,0.0
0,91,0.0
0,92,0.0
0,93,0.0
0,94,0.0
0,95,0.0
0,96,0.0
0,97,0.0
0,98,0.0
0,99,0.0
0,100,0.0
0,101,0.0
0,102,0.14005139067638223
0,103,0.3320791323689497
0,104,0.5119756141325871
0,105,0.6305988650673461
0,106,0.7128128792709129
0,107,0.7340596858126212
0,108,0.7049792763631898
0,109,0.6228354424754762
0,110,0.5272911243654422
0,111,0.3693158199494556
0,112,0.20263730751644324
0,113,0.048738983477583556
0,114,0.0
0,115,0.0
0,116,0.0
0,117,0.0
0,118,0.0
0,119,0.0
0,120,0.0
0,121,0.0
0,122,0.0
0,123,0.0
0,124,0.0
0,125,0.0
0,126,0.13206205237564317
0,127,0.35142335155464954
0,128,0.5292957517610205
0,129,0.6654670223735091
0,130,0.7474256570039421
0,131,0.7654914336522053
0,132,0.7452510787390882
0,133,0.6641476593407318
0,134,0.5529649736311425
0,135,0.40983047131009576
0,136,0.23987466955877798
0,137,0.052949955547359956
0,138,0.0
0,139,0.0
0,140,0.0
0,141,0.0
0,142,0.0
0,143,0.0
0,144,0.0
0,145,0.0
0,146,0.0
0,147,0.0
0,148,0.0
0,149,0.0
0,150,0.1367480982152926
0,151,0.3423378792364293
0,152,0.5218935033269856
0,153,0.6490461871021215
0,154,0.7429941540633425
0,155,0.7609376806316401
0,156,0.7520534427490457
0,157,0.6736769448689082
0,158,0.546896889119522
0,159,0.4068434483016839
0,160,0.23243987970800659
0,161,0.04683462579476897
0,162,0.0
0,163,0.0
0,164,0.0
0,165,0.0
0,166,0.0
0,167,0.0
1,0,0.0
1,1,0.0
1,2,0.0
1,3,0.0
1,4,0.0
1,5,0.01792549033328955
1,6,0.20702833332807175
1,7,0.41861644276641546
1,8,0.5841903676660583
1,9,0.7146021216805778
1,10,0.7720763639071586
1,11,0.8198871666433389
1,12,0.7930463693398392
1,13,0.7182973805778039
1,14,0.583891193908343
1,15,0.4340973552663652
1,16,0.24393807514947355
1,17,0.04758551631299095
1,18,0.0
1,19,0.0
1,20,0.0
1,21,0.0
1,22,0.0
1,23,0.0
1,24,0.0
1,25,0.0
1,26,0.0
1,27,0.0
1,28,0.0
1,29,0.01725795507064615
1,30,0.1984853337866192
1,31,0.4115025006690063
1,32,0.5586637980864295
1,33,0.6996116082539887
1,34,0.7600969968413526
1,35,0.7660309925511201
1,36,0.6435031998136236
1,37,0.5315101675803339
1,38,0.4439014147003122
1,39,0.33812082726739223
1,40,0.16040655926102657
1,41,0.0415281263020301
1,42,0.0
1,43,0.0
1,44,0.0
1,45,0.0
1,46,0.0
1,47,0.0
1,48,0.0
1,49,0.0
1,50,0.0
1,51,0.0
1,52,0.0
1,53,0.03987118203091505
1,54,0.2013326470160388
1,55,0.4110055921147099
1,56,0.5814304831152551
1,57,0.7071572918654019
1,58,0.793675882157799
1,59,0.8375783985896463
1,60,0.7934553736958416
1,61,0.6866052143129502
1,62,0.4873974967313826
1,63,0.3378906219129322
1,64,0.15838873244992968
1,65,0.0420967477504202
1,66,0.0
1,67,0.0
1,68,0.0
1,69,0.0
1,70,0.0
1,71,0.0
1,72,0.0
1,73,0.0
1,74,0.0
1,75,0.0
1,76,0.0
1,77,0.017745598905964
1,78,0.15148893050737494
1,79,0.3632335877705352
1,80,0.5342117185166053
1,81,0.6570189272411624
1,82,0.712061051418109
1,83,0.7119696003628179
1,84,0.7095361173253004
1,85,0.6133700559532752
1,86,0.4431424559594033
1,87,0.32564253342237387
1,88,0.15747836765926576
1,89,0.04411313941347925
1,90,0.0
1,91,0.0
1,92,0.0
1,93,0.0
1,94,0.0
1,95,0.0
1,96,0.0
1,97,0.0
1,98,0.0
1,99,0.0
1,100,0.0
1,101,0.02095672049836155
1,102,0.16021492900133305
1,103,0.30386203258852884
1,104,0.44671446192807285
1,105,0.6214544710896692
1,106,0.6390822602256951
1,107,0.6980491506346594
1,108,0.7511405366799854
1,109,0.6393535625871131
1,110,0.5553357615845899
1,111,0.36654322648210763
1,112,0.19534002313242615
1,113,0.04476398496167205
1,114,0.0
1,115,0.0
1,116,0.0
1,117,0.0
1,118,0.0
1,119,0.0
1,120,0.0
1,121,0.0
1,122,0.0
1,123,0.0
1,124,0.0
1,125,0.018069512777139002
1,126,0.15798188761502935
1,127,0.2308656850043474
1,128,0.2982518869732974
1,129,0.3246657610048238
1,130,0.32487818643973754
1,131,0.37225774477199924
1,132,0.3910009270954019
1,133,0.35874883002570973
1,134,0.25077493904969966
1,135,0.165872821801816
1,136,0.14708894969804176
1,137,0.0435314670016837
1,138,0.0
1,139,0.0
1,140,0.0
1,141,0.0
1,142,0.0
1,143,0.0
1,144,0.0
1,145,0.0
1,146,0.0
1,147,0.0
1,148,0.0
1,149,0.0111861552625221
1,150,0.1467569965346526
1,151,0.33958668174440576
1,152,0.4871077973116772
1,153,0.591218019857597
1,154,0.5845268098753731
1,155,0.6436289297985517
1,156,0.6856996286765382
1,157,0.6046660890508159
1,158,0.3637645121258423
1,159,0.2877609178950863
1,160,0.14763372105323422
1,161,0.041040473481646904
1,162,0.0
1,163,0.0
1,164,0.0
1,165,0.0
1,166,0.0
1,167,0.0
2,0,0.0
2,1,0.0
2,2,0.0
2,3,0.0
2,4,0.0
2,5,0.019582291688054913
2,6,0.19701563805128158
2,7,0.4268653643775897
2,8,0.5878910504759197
2,9,0.7190454920129707
2,10,0.7760988307710477
2,11,0.7982129384596767
2,12,0.7687109926023753
2,13,0.6878421691897837
2,14,0.5599666652708386
2,15,0.38687461294597036
2,16,0.1784689012945527
2,17,0.006095528834491353
2,18,0.0
2,19,0.0
2,20,0.0
2,21,0.0
2,22,0.0
2,23,0.0
2,24,0.0
