key,region,process_res,process_ely,process_deriv,process_flh,value,source
"IDN,PV-FIX,PEM-EL,,H2-LIQ",IDN,PV-FIX,PEM-EL,,H2-LIQ,2917.0,öko
"IDN,PV-FIX,PEM-EL,,H2-RGAS",IDN,PV-FIX,PEM-EL,,H2-RGAS,7008.0,öko
"IDN,PV-FIX,PEM-EL,,PEM-EL",IDN,PV-FIX,PEM-EL,,PEM-EL,2848.0,PTX Atlas
"IDN,PV-FIX,PEM-EL,CH3OHSYN,CH3OHREC",IDN,PV-FIX,PEM-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"IDN,PV-FIX,PEM-EL,CH3OHSYN,CH3OHSYN",IDN,PV-FIX,PEM-EL,CH3OHSYN,CH3OHSYN,8056.0,PTX Atlas
"IDN,PV-FIX,PEM-EL,CH3OHSYN,PEM-EL",IDN,PV-FIX,PEM-EL,CH3OHSYN,PEM-EL,3005.0,PTX Atlas
"IDN,PV-FIX,PEM-EL,CH4SYN,ATR",IDN,PV-FIX,PEM-EL,CH4SYN,ATR,7008.0,
"IDN,PV-FIX,PEM-EL,CH4SYN,CH4-LIQ",IDN,PV-FIX,PEM-EL,CH4SYN,CH4-LIQ,8059.0,PTX Atlas
"IDN,PV-FIX,PEM-EL,CH4SYN,CH4-RGAS",IDN,PV-FIX,PEM-EL,CH4SYN,CH4-RGAS,7008.0,öko
"IDN,PV-FIX,PEM-EL,CH4SYN,CH4SYN",IDN,PV-FIX,PEM-EL,CH4SYN,CH4SYN,8059.0,PTX Atlas
"IDN,PV-FIX,PEM-EL,CH4SYN,PEM-EL",IDN,PV-FIX,PEM-EL,CH4SYN,PEM-EL,2956.0,PTX Atlas
"IDN,PV-FIX,PEM-EL,DRI,DRI",IDN,PV-FIX,PEM-EL,DRI,DRI,7008.0,öko
"IDN,PV-FIX,PEM-EL,DRI,PEM-EL",IDN,PV-FIX,PEM-EL,DRI,PEM-EL,7008.0,PTX Atlas
"IDN,PV-FIX,PEM-EL,EFUELSYN,EFUELSYN",IDN,PV-FIX,PEM-EL,EFUELSYN,EFUELSYN,8052.0,PTX Atlas
"IDN,PV-FIX,PEM-EL,EFUELSYN,PEM-EL",IDN,PV-FIX,PEM-EL,EFUELSYN,PEM-EL,2974.0,PTX Atlas
"IDN,PV-FIX,PEM-EL,LOHC-CON,LOHC-CON",IDN,PV-FIX,PEM-EL,LOHC-CON,LOHC-CON,2848.0,PTX Atlas
"IDN,PV-FIX,PEM-EL,LOHC-CON,LOHC-REC",IDN,PV-FIX,PEM-EL,LOHC-CON,LOHC-REC,7008.0,öko
"IDN,PV-FIX,PEM-EL,LOHC-CON,PEM-EL",IDN,PV-FIX,PEM-EL,LOHC-CON,PEM-EL,2848.0,PTX Atlas
"IDN,PV-FIX,PEM-EL,NH3SYN,NH3-REC",IDN,PV-FIX,PEM-EL,NH3SYN,NH3-REC,7008.0,öko
"IDN,PV-FIX,PEM-EL,NH3SYN,NH3SYN",IDN,PV-FIX,PEM-EL,NH3SYN,NH3SYN,7994.0,PTX Atlas
"IDN,PV-FIX,PEM-EL,NH3SYN,PEM-EL",IDN,PV-FIX,PEM-EL,NH3SYN,PEM-EL,2863.0,PTX Atlas
"IDN,PV-FIX,SOEC-EL,,H2-COMP",IDN,PV-FIX,SOEC-EL,,H2-COMP,7008.0,
"IDN,PV-FIX,SOEC-EL,,H2-LIQ",IDN,PV-FIX,SOEC-EL,,H2-LIQ,2899.0,öko
"IDN,PV-FIX,SOEC-EL,,H2-RGAS",IDN,PV-FIX,SOEC-EL,,H2-RGAS,7008.0,öko
"IDN,PV-FIX,SOEC-EL,,SOEC-EL",IDN,PV-FIX,SOEC-EL,,SOEC-EL,2820.0,PTX Atlas
"IDN,PV-FIX,SOEC-EL,CH3OHSYN,CH3OHREC",IDN,PV-FIX,SOEC-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"IDN,PV-FIX,SOEC-EL,CH3OHSYN,CH3OHSYN",IDN,PV-FIX,SOEC-EL,CH3OHSYN,CH3OHSYN,7191.0,PTX Atlas
"IDN,PV-FIX,SOEC-EL,CH3OHSYN,SOEC-EL",IDN,PV-FIX,SOEC-EL,CH3OHSYN,SOEC-EL,7191.0,PTX Atlas
"IDN,PV-FIX,SOEC-EL,CH4SYN,ATR",IDN,PV-FIX,SOEC-EL,CH4SYN,ATR,7008.0,
"IDN,PV-FIX,SOEC-EL,CH4SYN,CH4-LIQ",IDN,PV-FIX,SOEC-EL,CH4SYN,CH4-LIQ,6818.0,PTX Atlas
"IDN,PV-FIX,SOEC-EL,CH4SYN,CH4-RGAS",IDN,PV-FIX,SOEC-EL,CH4SYN,CH4-RGAS,7008.0,öko
"IDN,PV-FIX,SOEC-EL,CH4SYN,CH4SYN",IDN,PV-FIX,SOEC-EL,CH4SYN,CH4SYN,6818.0,PTX Atlas
"IDN,PV-FIX,SOEC-EL,CH4SYN,SOEC-EL",IDN,PV-FIX,SOEC-EL,CH4SYN,SOEC-EL,6818.0,PTX Atlas
"IDN,PV-FIX,SOEC-EL,DRI,DRI",IDN,PV-FIX,SOEC-EL,DRI,DRI,7008.0,öko
"IDN,PV-FIX,SOEC-EL,DRI,SOEC-EL",IDN,PV-FIX,SOEC-EL,DRI,SOEC-EL,7008.0,PTX Atlas
"IDN,PV-FIX,SOEC-EL,EFUELSYN,EFUELSYN",IDN,PV-FIX,SOEC-EL,EFUELSYN,EFUELSYN,7525.0,PTX Atlas
"IDN,PV-FIX,SOEC-EL,EFUELSYN,SOEC-EL",IDN,PV-FIX,SOEC-EL,EFUELSYN,SOEC-EL,7525.0,PTX Atlas
"IDN,PV-FIX,SOEC-EL,LOHC-CON,LOHC-CON",IDN,PV-FIX,SOEC-EL,LOHC-CON,LOHC-CON,2820.0,PTX Atlas
"IDN,PV-FIX,SOEC-EL,LOHC-CON,LOHC-REC",IDN,PV-FIX,SOEC-EL,LOHC-CON,LOHC-REC,7008.0,öko
"IDN,PV-FIX,SOEC-EL,LOHC-CON,SOEC-EL",IDN,PV-FIX,SOEC-EL,LOHC-CON,SOEC-EL,2820.0,PTX Atlas
"IDN,PV-FIX,SOEC-EL,NH3SYN,NH3-REC",IDN,PV-FIX,SOEC-EL,NH3SYN,NH3-REC,7008.0,öko
"IDN,PV-FIX,SOEC-EL,NH3SYN,NH3SYN",IDN,PV-FIX,SOEC-EL,NH3SYN,NH3SYN,4329.0,PTX Atlas
"IDN,PV-FIX,SOEC-EL,NH3SYN,SOEC-EL",IDN,PV-FIX,SOEC-EL,NH3SYN,SOEC-EL,4329.0,PTX Atlas
"IDN,PV-TRK,AEL-EL,,H2-COMP",IDN,PV-TRK,AEL-EL,,H2-COMP,7008.0,
"IDN,PV-TRK,AEL-EL,,H2-RGAS",IDN,PV-TRK,AEL-EL,,H2-RGAS,7008.0,öko
"IDN,PV-TRK,AEL-EL,CH3OHSYN,CH3OHREC",IDN,PV-TRK,AEL-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"IDN,PV-TRK,AEL-EL,CH4SYN,ATR",IDN,PV-TRK,AEL-EL,CH4SYN,ATR,7008.0,
"IDN,PV-TRK,AEL-EL,CH4SYN,CH4-RGAS",IDN,PV-TRK,AEL-EL,CH4SYN,CH4-RGAS,7008.0,öko
"IDN,PV-TRK,AEL-EL,DRI,AEL-EL",IDN,PV-TRK,AEL-EL,DRI,AEL-EL,7008.0,PTX Atlas
"IDN,PV-TRK,AEL-EL,DRI,DRI",IDN,PV-TRK,AEL-EL,DRI,DRI,7008.0,öko
"IDN,PV-TRK,AEL-EL,LOHC-CON,LOHC-REC",IDN,PV-TRK,AEL-EL,LOHC-CON,LOHC-REC,7008.0,öko
"IDN,PV-TRK,AEL-EL,NH3SYN,NH3-REC",IDN,PV-TRK,AEL-EL,NH3SYN,NH3-REC,7008.0,öko
"IDN,PV-TRK,PEM-EL,,H2-COMP",IDN,PV-TRK,PEM-EL,,H2-COMP,7008.0,
"IDN,PV-TRK,PEM-EL,,H2-RGAS",IDN,PV-TRK,PEM-EL,,H2-RGAS,7008.0,öko
"IDN,PV-TRK,PEM-EL,CH3OHSYN,CH3OHREC",IDN,PV-TRK,PEM-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"IDN,PV-TRK,PEM-EL,CH4SYN,ATR",IDN,PV-TRK,PEM-EL,CH4SYN,ATR,7008.0,
"IDN,PV-TRK,PEM-EL,CH4SYN,CH4-RGAS",IDN,PV-TRK,PEM-EL,CH4SYN,CH4-RGAS,7008.0,öko
"IDN,PV-TRK,PEM-EL,DRI,DRI",IDN,PV-TRK,PEM-EL,DRI,DRI,7008.0,öko
"IDN,PV-TRK,PEM-EL,DRI,PEM-EL",IDN,PV-TRK,PEM-EL,DRI,PEM-EL,7008.0,PTX Atlas
"IDN,PV-TRK,PEM-EL,LOHC-CON,LOHC-REC",IDN,PV-TRK,PEM-EL,LOHC-CON,LOHC-REC,7008.0,öko
"IDN,PV-TRK,PEM-EL,NH3SYN,NH3-REC",IDN,PV-TRK,PEM-EL,NH3SYN,NH3-REC,7008.0,öko
"IDN,PV-TRK,SOEC-EL,,H2-COMP",IDN,PV-TRK,SOEC-EL,,H2-COMP,7008.0,
"IDN,PV-TRK,SOEC-EL,,H2-RGAS",IDN,PV-TRK,SOEC-EL,,H2-RGAS,7008.0,öko
"IDN,PV-TRK,SOEC-EL,CH3OHSYN,CH3OHREC",IDN,PV-TRK,SOEC-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"IDN,PV-TRK,SOEC-EL,CH4SYN,ATR",IDN,PV-TRK,SOEC-EL,CH4SYN,ATR,7008.0,
"IDN,PV-TRK,SOEC-EL,CH4SYN,CH4-RGAS",IDN,PV-TRK,SOEC-EL,CH4SYN,CH4-RGAS,7008.0,öko
"IDN,PV-TRK,SOEC-EL,DRI,DRI",IDN,PV-TRK,SOEC-EL,DRI,DRI,7008.0,öko
"IDN,PV-TRK,SOEC-EL,DRI,SOEC-EL",IDN,PV-TRK,SOEC-EL,DRI,SOEC-EL,7008.0,PTX Atlas
"IDN,PV-TRK,SOEC-EL,LOHC-CON,LOHC-REC",IDN,PV-TRK,SOEC-EL,LOHC-CON,LOHC-REC,7008.0,öko
"IDN,PV-TRK,SOEC-EL,NH3SYN,NH3-REC",IDN,PV-TRK,SOEC-EL,NH3SYN,NH3-REC,7008.0,öko
"IDN,RES-HYBR,AEL-EL,,AEL-EL",IDN,RES-HYBR,AEL-EL,,AEL-EL,2496.284437136494,PTX Atlas
"IDN,RES-HYBR,AEL-EL,,H2-COMP",IDN,RES-HYBR,AEL-EL,,H2-COMP,7008.0,
"IDN,RES-HYBR,AEL-EL,,H2-LIQ",IDN,RES-HYBR,AEL-EL,,H2-LIQ,2496.284437136494,öko
"IDN,RES-HYBR,AEL-EL,,H2-RGAS",IDN,RES-HYBR,AEL-EL,,H2-RGAS,7008.0,öko
"IDN,RES-HYBR,AEL-EL,CH3OHSYN,AEL-EL",IDN,RES-HYBR,AEL-EL,CH3OHSYN,AEL-EL,2496.284437136494,PTX Atlas
"IDN,RES-HYBR,AEL-EL,CH3OHSYN,CH3OHREC",IDN,RES-HYBR,AEL-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"IDN,RES-HYBR,AEL-EL,CH3OHSYN,CH3OHSYN",IDN,RES-HYBR,AEL-EL,CH3OHSYN,CH3OHSYN,8109.422269513432,PTX Atlas
"IDN,RES-HYBR,AEL-EL,CH4SYN,AEL-EL",IDN,RES-HYBR,AEL-EL,CH4SYN,AEL-EL,2496.284437136494,PTX Atlas
"IDN,RES-HYBR,AEL-EL,CH4SYN,ATR",IDN,RES-HYBR,AEL-EL,CH4SYN,ATR,7008.0,
"IDN,RES-HYBR,AEL-EL,CH4SYN,CH4-LIQ",IDN,RES-HYBR,AEL-EL,CH4SYN,CH4-LIQ,8126.377626650735,PTX Atlas
"IDN,RES-HYBR,AEL-EL,CH4SYN,CH4-RGAS",IDN,RES-HYBR,AEL-EL,CH4SYN,CH4-RGAS,7008.0,öko
"IDN,RES-HYBR,AEL-EL,CH4SYN,CH4SYN",IDN,RES-HYBR,AEL-EL,CH4SYN,CH4SYN,8126.377626650735,PTX Atlas
"IDN,RES-HYBR,AEL-EL,DRI,AEL-EL",IDN,RES-HYBR,AEL-EL,DRI,AEL-EL,7008.0,PTX Atlas
"IDN,RES-HYBR,AEL-EL,DRI,DRI",IDN,RES-HYBR,AEL-EL,DRI,DRI,7008.0,öko
"IDN,RES-HYBR,AEL-EL,EFUELSYN,AEL-EL",IDN,RES-HYBR,AEL-EL,EFUELSYN,AEL-EL,2496.284437136494,PTX Atlas
"IDN,RES-HYBR,AEL-EL,EFUELSYN,EFUELSYN",IDN,RES-HYBR,AEL-EL,EFUELSYN,EFUELSYN,8104.558976292753,PTX Atlas
"IDN,RES-HYBR,AEL-EL,LOHC-CON,AEL-EL",IDN,RES-HYBR,AEL-EL,LOHC-CON,AEL-EL,2496.284437136494,PTX Atlas
"IDN,RES-HYBR,AEL-EL,LOHC-CON,LOHC-CON",IDN,RES-HYBR,AEL-EL,LOHC-CON,LOHC-CON,2496.284437136494,PTX Atlas
"IDN,RES-HYBR,AEL-EL,LOHC-CON,LOHC-REC",IDN,RES-HYBR,AEL-EL,LOHC-CON,LOHC-REC,7008.0,öko
"IDN,RES-HYBR,AEL-EL,NH3SYN,AEL-EL",IDN,RES-HYBR,AEL-EL,NH3SYN,AEL-EL,2496.284437136494,PTX Atlas
"IDN,RES-HYBR,AEL-EL,NH3SYN,NH3-REC",IDN,RES-HYBR,AEL-EL,NH3SYN,NH3-REC,7008.0,öko
"IDN,RES-HYBR,AEL-EL,NH3SYN,NH3SYN",IDN,RES-HYBR,AEL-EL,NH3SYN,NH3SYN,7940.941098854544,PTX Atlas
"IDN,RES-HYBR,PEM-EL,,H2-COMP",IDN,RES-HYBR,PEM-EL,,H2-COMP,7008.0,
"IDN,RES-HYBR,PEM-EL,,H2-LIQ",IDN,RES-HYBR,PEM-EL,,H2-LIQ,2496.284437136494,öko
"IDN,RES-HYBR,PEM-EL,,H2-RGAS",IDN,RES-HYBR,PEM-EL,,H2-RGAS,7008.0,öko
"IDN,RES-HYBR,PEM-EL,,PEM-EL",IDN,RES-HYBR,PEM-EL,,PEM-EL,2496.284437136494,PTX Atlas
"IDN,RES-HYBR,PEM-EL,CH3OHSYN,CH3OHREC",IDN,RES-HYBR,PEM-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"IDN,RES-HYBR,PEM-EL,CH3OHSYN,CH3OHSYN",IDN,RES-HYBR,PEM-EL,CH3OHSYN,CH3OHSYN,8109.422269513432,PTX Atlas
"IDN,RES-HYBR,PEM-EL,CH3OHSYN,PEM-EL",IDN,RES-HYBR,PEM-EL,CH3OHSYN,PEM-EL,2496.284437136494,PTX Atlas
"IDN,RES-HYBR,PEM-EL,CH4SYN,ATR",IDN,RES-HYBR,PEM-EL,CH4SYN,ATR,7008.0,
"IDN,RES-HYBR,PEM-EL,CH4SYN,CH4-LIQ",IDN,RES-HYBR,PEM-EL,CH4SYN,CH4-LIQ,8126.377626650735,PTX Atlas
"IDN,RES-HYBR,PEM-EL,CH4SYN,CH4-RGAS",IDN,RES-HYBR,PEM-EL,CH4SYN,CH4-RGAS,7008.0,öko
"IDN,RES-HYBR,PEM-EL,CH4SYN,CH4SYN",IDN,RES-HYBR,PEM-EL,CH4SYN,CH4SYN,8126.377626650735,PTX Atlas
"IDN,RES-HYBR,PEM-EL,CH4SYN,PEM-EL",IDN,RES-HYBR,PEM-EL,CH4SYN,PEM-EL,2496.284437136494,PTX Atlas
"IDN,RES-HYBR,PEM-EL,DRI,DRI",IDN,RES-HYBR,PEM-EL,DRI,DRI,7008.0,öko
"IDN,RES-HYBR,PEM-EL,DRI,PEM-EL",IDN,RES-HYBR,PEM-EL,DRI,PEM-EL,7008.0,PTX Atlas
"IDN,RES-HYBR,PEM-EL,EFUELSYN,EFUELSYN",IDN,RES-HYBR,PEM-EL,EFUELSYN,EFUELSYN,8104.558976292753,PTX Atlas
"IDN,RES-HYBR,PEM-EL,EFUELSYN,PEM-EL",IDN,RES-HYBR,PEM-EL,EFUELSYN,PEM-EL,2496.284437136494,PTX Atlas
"IDN,RES-HYBR,PEM-EL,LOHC-CON,LOHC-CON",IDN,RES-HYBR,PEM-EL,LOHC-CON,LOHC-CON,2496.284437136494,PTX Atlas
"IDN,RES-HYBR,PEM-EL,LOHC-CON,LOHC-REC",IDN,RES-HYBR,PEM-EL,LOHC-CON,LOHC-REC,7008.0,öko
"IDN,RES-HYBR,PEM-EL,LOHC-CON,PEM-EL",IDN,RES-HYBR,PEM-EL,LOHC-CON,PEM-EL,2496.284437136494,PTX Atlas
"IDN,RES-HYBR,PEM-EL,NH3SYN,NH3-REC",IDN,RES-HYBR,PEM-EL,NH3SYN,NH3-REC,7008.0,öko
"IDN,RES-HYBR,PEM-EL,NH3SYN,NH3SYN",IDN,RES-HYBR,PEM-EL,NH3SYN,NH3SYN,7940.941098854544,PTX Atlas
"IDN,RES-HYBR,PEM-EL,NH3SYN,PEM-EL",IDN,RES-HYBR,PEM-EL,NH3SYN,PEM-EL,2496.284437136494,PTX Atlas
"IDN,RES-HYBR,SOEC-EL,,H2-COMP",IDN,RES-HYBR,SOEC-EL,,H2-COMP,7008.0,
"IDN,RES-HYBR,SOEC-EL,,H2-LIQ",IDN,RES-HYBR,SOEC-EL,,H2-LIQ,2496.284437136494,öko
"IDN,RES-HYBR,SOEC-EL,,H2-RGAS",IDN,RES-HYBR,SOEC-EL,,H2-RGAS,7008.0,öko
"IDN,RES-HYBR,SOEC-EL,,SOEC-EL",IDN,RES-HYBR,SOEC-EL,,SOEC-EL,2496.284437136494,PTX Atlas
"IDN,RES-HYBR,SOEC-EL,CH3OHSYN,CH3OHREC",IDN,RES-HYBR,SOEC-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"IDN,RES-HYBR,SOEC-EL,CH3OHSYN,CH3OHSYN",IDN,RES-HYBR,SOEC-EL,CH3OHSYN,CH3OHSYN,6977.909530109466,PTX Atlas
"IDN,RES-HYBR,SOEC-EL,CH3OHSYN,SOEC-EL",IDN,RES-HYBR,SOEC-EL,CH3OHSYN,SOEC-EL,6977.909530109466,PTX Atlas
"IDN,RES-HYBR,SOEC-EL,CH4SYN,ATR",IDN,RES-HYBR,SOEC-EL,CH4SYN,ATR,7008.0,
"IDN,RES-HYBR,SOEC-EL,CH4SYN,CH4-LIQ",IDN,RES-HYBR,SOEC-EL,CH4SYN,CH4-LIQ,6884.537954343673,PTX Atlas
"IDN,RES-HYBR,SOEC-EL,CH4SYN,CH4-RGAS",IDN,RES-HYBR,SOEC-EL,CH4SYN,CH4-RGAS,7008.0,öko
"IDN,RES-HYBR,SOEC-EL,CH4SYN,CH4SYN",IDN,RES-HYBR,SOEC-EL,CH4SYN,CH4SYN,6884.537954343673,PTX Atlas
"IDN,RES-HYBR,SOEC-EL,CH4SYN,SOEC-EL",IDN,RES-HYBR,SOEC-EL,CH4SYN,SOEC-EL,6884.537954343673,PTX Atlas
"IDN,RES-HYBR,SOEC-EL,DRI,DRI",IDN,RES-HYBR,SOEC-EL,DRI,DRI,7008.0,öko
"IDN,RES-HYBR,SOEC-EL,DRI,SOEC-EL",IDN,RES-HYBR,SOEC-EL,DRI,SOEC-EL,7008.0,PTX Atlas
"IDN,RES-HYBR,SOEC-EL,EFUELSYN,EFUELSYN",IDN,RES-HYBR,SOEC-EL,EFUELSYN,EFUELSYN,7170.991482736732,PTX Atlas
"IDN,RES-HYBR,SOEC-EL,EFUELSYN,SOEC-EL",IDN,RES-HYBR,SOEC-EL,EFUELSYN,SOEC-EL,7170.991482736732,PTX Atlas
"IDN,RES-HYBR,SOEC-EL,LOHC-CON,LOHC-CON",IDN,RES-HYBR,SOEC-EL,LOHC-CON,LOHC-CON,2496.284437136494,PTX Atlas
"IDN,RES-HYBR,SOEC-EL,LOHC-CON,LOHC-REC",IDN,RES-HYBR,SOEC-EL,LOHC-CON,LOHC-REC,7008.0,öko
"IDN,RES-HYBR,SOEC-EL,LOHC-CON,SOEC-EL",IDN,RES-HYBR,SOEC-EL,LOHC-CON,SOEC-EL,2496.284437136494,PTX Atlas
"IDN,RES-HYBR,SOEC-EL,NH3SYN,NH3-REC",IDN,RES-HYBR,SOEC-EL,NH3SYN,NH3-REC,7008.0,öko
"IDN,RES-HYBR,SOEC-EL,NH3SYN,NH3SYN",IDN,RES-HYBR,SOEC-EL,NH3SYN,NH3SYN,4427.090914062236,PTX Atlas
"IDN,RES-HYBR,SOEC-EL,NH3SYN,SOEC-EL",IDN,RES-HYBR,SOEC-EL,NH3SYN,SOEC-EL,4427.090914062236,PTX Atlas
"IDN,WIND-OFF,AEL-EL,,AEL-EL",IDN,WIND-OFF,AEL-EL,,AEL-EL,3541.5673985049957,PTX Atlas
"IDN,WIND-OFF,AEL-EL,,H2-COMP",IDN,WIND-OFF,AEL-EL,,H2-COMP,7008.0,
"IDN,WIND-OFF,AEL-EL,,H2-LIQ",IDN,WIND-OFF,AEL-EL,,H2-LIQ,3770.152543610456,öko
"IDN,WIND-OFF,AEL-EL,,H2-RGAS",IDN,WIND-OFF,AEL-EL,,H2-RGAS,7008.0,öko
"IDN,WIND-OFF,AEL-EL,CH3OHSYN,AEL-EL",IDN,WIND-OFF,AEL-EL,CH3OHSYN,AEL-EL,3949.58470204362,PTX Atlas
"IDN,WIND-OFF,AEL-EL,CH3OHSYN,CH3OHREC",IDN,WIND-OFF,AEL-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"IDN,WIND-OFF,AEL-EL,CH3OHSYN,CH3OHSYN",IDN,WIND-OFF,AEL-EL,CH3OHSYN,CH3OHSYN,4794.964749217458,PTX Atlas
"IDN,WIND-OFF,AEL-EL,CH4SYN,AEL-EL",IDN,WIND-OFF,AEL-EL,CH4SYN,AEL-EL,3857.959828799967,PTX Atlas
"IDN,WIND-OFF,AEL-EL,CH4SYN,ATR",IDN,WIND-OFF,AEL-EL,CH4SYN,ATR,7008.0,
"IDN,WIND-OFF,AEL-EL,CH4SYN,CH4-LIQ",IDN,WIND-OFF,AEL-EL,CH4SYN,CH4-LIQ,4778.199642866068,PTX Atlas
"IDN,WIND-OFF,AEL-EL,CH4SYN,CH4-RGAS",IDN,WIND-OFF,AEL-EL,CH4SYN,CH4-RGAS,7008.0,öko
"IDN,WIND-OFF,AEL-EL,CH4SYN,CH4SYN",IDN,WIND-OFF,AEL-EL,CH4SYN,CH4SYN,4778.199642866068,PTX Atlas
"IDN,WIND-OFF,AEL-EL,DRI,AEL-EL",IDN,WIND-OFF,AEL-EL,DRI,AEL-EL,7008.0,PTX Atlas
"IDN,WIND-OFF,AEL-EL,DRI,DRI",IDN,WIND-OFF,AEL-EL,DRI,DRI,7008.0,öko
"IDN,WIND-OFF,AEL-EL,EFUELSYN,AEL-EL",IDN,WIND-OFF,AEL-EL,EFUELSYN,AEL-EL,3920.7366951082663,PTX Atlas
"IDN,WIND-OFF,AEL-EL,EFUELSYN,EFUELSYN",IDN,WIND-OFF,AEL-EL,EFUELSYN,EFUELSYN,4755.775643513719,PTX Atlas
"IDN,WIND-OFF,AEL-EL,LOHC-CON,AEL-EL",IDN,WIND-OFF,AEL-EL,LOHC-CON,AEL-EL,3541.5673985049957,PTX Atlas
"IDN,WIND-OFF,AEL-EL,LOHC-CON,LOHC-CON",IDN,WIND-OFF,AEL-EL,LOHC-CON,LOHC-CON,3541.5673985049957,PTX Atlas
"IDN,WIND-OFF,AEL-EL,LOHC-CON,LOHC-REC",IDN,WIND-OFF,AEL-EL,LOHC-CON,LOHC-REC,7008.0,öko
"IDN,WIND-OFF,AEL-EL,NH3SYN,AEL-EL",IDN,WIND-OFF,AEL-EL,NH3SYN,AEL-EL,3794.9433607095825,PTX Atlas
"IDN,WIND-OFF,AEL-EL,NH3SYN,NH3-REC",IDN,WIND-OFF,AEL-EL,NH3SYN,NH3-REC,7008.0,öko
"IDN,WIND-OFF,AEL-EL,NH3SYN,NH3SYN",IDN,WIND-OFF,AEL-EL,NH3SYN,NH3SYN,4053.5491903906186,PTX Atlas
"IDN,WIND-OFF,PEM-EL,,H2-COMP",IDN,WIND-OFF,PEM-EL,,H2-COMP,7008.0,
"IDN,WIND-OFF,PEM-EL,,H2-LIQ",IDN,WIND-OFF,PEM-EL,,H2-LIQ,3770.152543610456,öko
"IDN,WIND-OFF,PEM-EL,,H2-RGAS",IDN,WIND-OFF,PEM-EL,,H2-RGAS,7008.0,öko
"IDN,WIND-OFF,PEM-EL,,PEM-EL",IDN,WIND-OFF,PEM-EL,,PEM-EL,3541.5673985049957,PTX Atlas
"IDN,WIND-OFF,PEM-EL,CH3OHSYN,CH3OHREC",IDN,WIND-OFF,PEM-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"IDN,WIND-OFF,PEM-EL,CH3OHSYN,CH3OHSYN",IDN,WIND-OFF,PEM-EL,CH3OHSYN,CH3OHSYN,4794.964749217458,PTX Atlas
"IDN,WIND-OFF,PEM-EL,CH3OHSYN,PEM-EL",IDN,WIND-OFF,PEM-EL,CH3OHSYN,PEM-EL,3949.58470204362,PTX Atlas
"IDN,WIND-OFF,PEM-EL,CH4SYN,ATR",IDN,WIND-OFF,PEM-EL,CH4SYN,ATR,7008.0,
"IDN,WIND-OFF,PEM-EL,CH4SYN,CH4-LIQ",IDN,WIND-OFF,PEM-EL,CH4SYN,CH4-LIQ,4778.199642866068,PTX Atlas
"IDN,WIND-OFF,PEM-EL,CH4SYN,CH4-RGAS",IDN,WIND-OFF,PEM-EL,CH4SYN,CH4-RGAS,7008.0,öko
"IDN,WIND-OFF,PEM-EL,CH4SYN,CH4SYN",IDN,WIND-OFF,PEM-EL,CH4SYN,CH4SYN,4778.199642866068,PTX Atlas
"IDN,WIND-OFF,PEM-EL,CH4SYN,PEM-EL",IDN,WIND-OFF,PEM-EL,CH4SYN,PEM-EL,3857.959828799967,PTX Atlas
"IDN,WIND-OFF,PEM-EL,DRI,DRI",IDN,WIND-OFF,PEM-EL,DRI,DRI,7008.0,öko
"IDN,WIND-OFF,PEM-EL,DRI,PEM-EL",IDN,WIND-OFF,PEM-EL,DRI,PEM-EL,7008.0,PTX Atlas
"IDN,WIND-OFF,PEM-EL,EFUELSYN,EFUELSYN",IDN,WIND-OFF,PEM-EL,EFUELSYN,EFUELSYN,4755.775643513719,PTX Atlas
"IDN,WIND-OFF,PEM-EL,EFUELSYN,PEM-EL",IDN,WIND-OFF,PEM-EL,EFUELSYN,PEM-EL,3920.7366951082663,PTX Atlas
"IDN,WIND-OFF,PEM-EL,LOHC-CON,LOHC-CON",IDN,WIND-OFF,PEM-EL,LOHC-CON,LOHC-CON,3541.5673985049957,PTX Atlas
"IDN,WIND-OFF,PEM-EL,LOHC-CON,LOHC-REC",IDN,WIND-OFF,PEM-EL,LOHC-CON,LOHC-REC,7008.0,öko
"IDN,WIND-OFF,PEM-EL,LOHC-CON,PEM-EL",IDN,WIND-OFF,PEM-EL,LOHC-CON,PEM-EL,3541.5673985049957,PTX Atlas
"IDN,WIND-OFF,PEM-EL,NH3SYN,NH3-REC",IDN,WIND-OFF,PEM-EL,NH3SYN,NH3-REC,7008.0,öko
"IDN,WIND-OFF,PEM-EL,NH3SYN,NH3SYN",IDN,WIND-OFF,PEM-EL,NH3SYN,NH3SYN,4053.5491903906186,PTX Atlas
"IDN,WIND-OFF,PEM-EL,NH3SYN,PEM-EL",IDN,WIND-OFF,PEM-EL,NH3SYN,PEM-EL,3794.9433607095825,PTX Atlas
"IDN,WIND-OFF,SOEC-EL,,H2-COMP",IDN,WIND-OFF,SOEC-EL,,H2-COMP,7008.0,
