key,parameter_code,process_code,flow_code,source_region_code,target_country_code,value,unit,source
"CAPEX,WIND-OFF,,ARG-CRB,",CAPEX,WIND-OFF,,ARG-CRB,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,ARG-CRU,",CAPEX,WIND-OFF,,ARG-CRU,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,ARG-EST,",CAPEX,WIND-OFF,,ARG-EST,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,ARG-FOR,",CAPEX,WIND-OFF,,ARG-FOR,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,ARG-FUE,",CAPEX,WIND-OFF,,ARG-FUE,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,ARG-JUJ,",CAPEX,WIND-OFF,,ARG-JUJ,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,ARG-LAR,",CAPEX,WIND-OFF,,ARG-LAR,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,ARG-MEN,",CAPEX,WIND-OFF,,ARG-MEN,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,ARG-MIS,",CAPEX,WIND-OFF,,ARG-MIS,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,ARG-NEG,",CAPEX,WIND-OFF,,ARG-NEG,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,ARG-NEU,",CAPEX,WIND-OFF,,ARG-NEU,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,ARG-PAM,",CAPEX,WIND-OFF,,ARG-PAM,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,ARG-RIO,",CAPEX,WIND-OFF,,ARG-RIO,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,ARG-SAF,",CAPEX,WIND-OFF,,ARG-SAF,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,ARG-SAJ,",CAPEX,WIND-OFF,,ARG-SAJ,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,ARG-SAL,",CAPEX,WIND-OFF,,ARG-SAL,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,ARG-SAT,",CAPEX,WIND-OFF,,ARG-SAT,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,ARG-TUC,",CAPEX,WIND-OFF,,ARG-TUC,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,AUS,",CAPEX,WIND-OFF,,AUS,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,BRA,",CAPEX,WIND-OFF,,BRA,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,CHL,",CAPEX,WIND-OFF,,CHL,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,CHN,",CAPEX,WIND-OFF,,CHN,,2763.8685562745313,USD2021/kW,
"CAPEX,WIND-OFF,,COL,",CAPEX,WIND-OFF,,COL,,3317.0,USD2021/kW,
"CAPEX,WIND-OFF,,CRI,",CAPEX,WIND-OFF,,CRI,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,DNK,",CAPEX,WIND-OFF,,DNK,,2214.384013059994,USD2021/kW,
"CAPEX,WIND-OFF,,DZA,",CAPEX,WIND-OFF,,DZA,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,EGY,",CAPEX,WIND-OFF,,EGY,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,ESP,",CAPEX,WIND-OFF,,ESP,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,IDN,",CAPEX,WIND-OFF,,IDN,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,IND,",CAPEX,WIND-OFF,,IND,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,JOR,",CAPEX,WIND-OFF,,JOR,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,KAZ,",CAPEX,WIND-OFF,,KAZ,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,KEN,",CAPEX,WIND-OFF,,KEN,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,MAR,",CAPEX,WIND-OFF,,MAR,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,MAR-BEN,",CAPEX,WIND-OFF,,MAR-BEN,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,MAR-CAS,",CAPEX,WIND-OFF,,MAR-CAS,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,MAR-DAK,",CAPEX,WIND-OFF,,MAR-DAK,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,MAR-DRA,",CAPEX,WIND-OFF,,MAR-DRA,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,MAR-FES,",CAPEX,WIND-OFF,,MAR-FES,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,MAR-GUE,",CAPEX,WIND-OFF,,MAR-GUE,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,MAR-LAA,",CAPEX,WIND-OFF,,MAR-LAA,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,MAR-LOR,",CAPEX,WIND-OFF,,MAR-LOR,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,MAR-MAR,",CAPEX,WIND-OFF,,MAR-MAR,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,MAR-RAB,",CAPEX,WIND-OFF,,MAR-RAB,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,MAR-SOU,",CAPEX,WIND-OFF,,MAR-SOU,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,MAR-TAN,",CAPEX,WIND-OFF,,MAR-TAN,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,MEX,",CAPEX,WIND-OFF,,MEX,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,MRT,",CAPEX,WIND-OFF,,MRT,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,NAM,",CAPEX,WIND-OFF,,NAM,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,NOR,",CAPEX,WIND-OFF,,NOR,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,PER,",CAPEX,WIND-OFF,,PER,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,PRT,",CAPEX,WIND-OFF,,PRT,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,RUS,",CAPEX,WIND-OFF,,RUS,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,SAU,",CAPEX,WIND-OFF,,SAU,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,SWE,",CAPEX,WIND-OFF,,SWE,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,THA,",CAPEX,WIND-OFF,,THA,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,TUN,",CAPEX,WIND-OFF,,TUN,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,UKR,",CAPEX,WIND-OFF,,UKR,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,URY,",CAPEX,WIND-OFF,,URY,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,USA,",CAPEX,WIND-OFF,,USA,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,VNM,",CAPEX,WIND-OFF,,VNM,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,ZAF,",CAPEX,WIND-OFF,,ZAF,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,ZAF-EC,",CAPEX,WIND-OFF,,ZAF-EC,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,ZAF-FRS,",CAPEX,WIND-OFF,,ZAF-FRS,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,ZAF-GAU,",CAPEX,WIND-OFF,,ZAF-GAU,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,ZAF-KWA,",CAPEX,WIND-OFF,,ZAF-KWA,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,ZAF-LIM,",CAPEX,WIND-OFF,,ZAF-LIM,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,ZAF-MPU,",CAPEX,WIND-OFF,,ZAF-MPU,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,ZAF-NC,",CAPEX,WIND-OFF,,ZAF-NC,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,ZAF-NW,",CAPEX,WIND-OFF,,ZAF-NW,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-OFF,,ZAF-WC,",CAPEX,WIND-OFF,,ZAF-WC,,3316.6422675294375,USD2021/kW,
"CAPEX,WIND-ON,,ARE,",CAPEX,WIND-ON,,ARE,,1509.7467595809105,USD2021/kW,
"CAPEX,WIND-ON,,ARG,",CAPEX,WIND-ON,,ARG,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,ARG-BA,",CAPEX,WIND-ON,,ARG-BA,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,ARG-CAT,",CAPEX,WIND-ON,,ARG-CAT,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,ARG-CBA,",CAPEX,WIND-ON,,ARG-CBA,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,ARG-CHA,",CAPEX,WIND-ON,,ARG-CHA,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,ARG-CHU,",CAPEX,WIND-ON,,ARG-CHU,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,ARG-COR,",CAPEX,WIND-ON,,ARG-COR,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,ARG-CRB,",CAPEX,WIND-ON,,ARG-CRB,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,ARG-CRU,",CAPEX,WIND-ON,,ARG-CRU,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,ARG-EST,",CAPEX,WIND-ON,,ARG-EST,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,ARG-FOR,",CAPEX,WIND-ON,,ARG-FOR,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,ARG-FUE,",CAPEX,WIND-ON,,ARG-FUE,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,ARG-JUJ,",CAPEX,WIND-ON,,ARG-JUJ,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,ARG-LAR,",CAPEX,WIND-ON,,ARG-LAR,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,ARG-MEN,",CAPEX,WIND-ON,,ARG-MEN,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,ARG-MIS,",CAPEX,WIND-ON,,ARG-MIS,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,ARG-NEG,",CAPEX,WIND-ON,,ARG-NEG,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,ARG-NEU,",CAPEX,WIND-ON,,ARG-NEU,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,ARG-PAM,",CAPEX,WIND-ON,,ARG-PAM,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,ARG-RIO,",CAPEX,WIND-ON,,ARG-RIO,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,ARG-SAF,",CAPEX,WIND-ON,,ARG-SAF,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,ARG-SAJ,",CAPEX,WIND-ON,,ARG-SAJ,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,ARG-SAL,",CAPEX,WIND-ON,,ARG-SAL,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,ARG-SAT,",CAPEX,WIND-ON,,ARG-SAT,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,ARG-TUC,",CAPEX,WIND-ON,,ARG-TUC,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,AUS,",CAPEX,WIND-ON,,AUS,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,BRA,",CAPEX,WIND-ON,,BRA,,1123.759723959901,USD2021/kW,
"CAPEX,WIND-ON,,CHL,",CAPEX,WIND-ON,,CHL,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,CHN,",CAPEX,WIND-ON,,CHN,,1130.6000005405265,USD2021/kW,
"CAPEX,WIND-ON,,COL,",CAPEX,WIND-ON,,COL,,1625.0,USD2021/kW,
"CAPEX,WIND-ON,,CRI,",CAPEX,WIND-ON,,CRI,,1546.8796895900205,USD2021/kW,
"CAPEX,WIND-ON,,DNK,",CAPEX,WIND-ON,,DNK,,1585.9669843364518,USD2021/kW,
"CAPEX,WIND-ON,,DZA,",CAPEX,WIND-ON,,DZA,,1848.8290415062024,USD2021/kW,
"CAPEX,WIND-ON,,EGY,",CAPEX,WIND-ON,,EGY,,1465.7735529911754,USD2021/kW,
"CAPEX,WIND-ON,,ESP,",CAPEX,WIND-ON,,ESP,,1144.8190191230835,USD2021/kW,
"CAPEX,WIND-ON,,IDN,",CAPEX,WIND-ON,,IDN,,2198.660329486763,USD2021/kW,
"CAPEX,WIND-ON,,IND,",CAPEX,WIND-ON,,IND,,904.8708733798856,USD2021/kW,
"CAPEX,WIND-ON,,JOR,",CAPEX,WIND-ON,,JOR,,1848.8290415062024,USD2021/kW,
"CAPEX,WIND-ON,,KAZ,",CAPEX,WIND-ON,,KAZ,,1465.7735529911754,USD2021/kW,
"CAPEX,WIND-ON,,KEN,",CAPEX,WIND-ON,,KEN,,1848.8290415062024,USD2021/kW,
"CAPEX,WIND-ON,,MAR,",CAPEX,WIND-ON,,MAR,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,MAR-BEN,",CAPEX,WIND-ON,,MAR-BEN,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,MAR-CAS,",CAPEX,WIND-ON,,MAR-CAS,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,MAR-DAK,",CAPEX,WIND-ON,,MAR-DAK,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,MAR-DRA,",CAPEX,WIND-ON,,MAR-DRA,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,MAR-FES,",CAPEX,WIND-ON,,MAR-FES,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,MAR-GUE,",CAPEX,WIND-ON,,MAR-GUE,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,MAR-LAA,",CAPEX,WIND-ON,,MAR-LAA,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,MAR-LOR,",CAPEX,WIND-ON,,MAR-LOR,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,MAR-MAR,",CAPEX,WIND-ON,,MAR-MAR,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,MAR-RAB,",CAPEX,WIND-ON,,MAR-RAB,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,MAR-SOU,",CAPEX,WIND-ON,,MAR-SOU,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,MAR-TAN,",CAPEX,WIND-ON,,MAR-TAN,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,MEX,",CAPEX,WIND-ON,,MEX,,1437.8552328955,USD2021/kW,
"CAPEX,WIND-ON,,MRT,",CAPEX,WIND-ON,,MRT,,1848.8290415062024,USD2021/kW,
"CAPEX,WIND-ON,,NAM,",CAPEX,WIND-ON,,NAM,,1848.8290415062024,USD2021/kW,
"CAPEX,WIND-ON,,NOR,",CAPEX,WIND-ON,,NOR,,1465.7735529911754,USD2021/kW,
"CAPEX,WIND-ON,,PER,",CAPEX,WIND-ON,,PER,,1221.4779608259794,USD2021/kW,
"CAPEX,WIND-ON,,PRT,",CAPEX,WIND-ON,,PRT,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,RUS,",CAPEX,WIND-ON,,RUS,,1465.7735529911754,USD2021/kW,
"CAPEX,WIND-ON,,SAU,",CAPEX,WIND-ON,,SAU,,1509.7467595809105,USD2021/kW,
"CAPEX,WIND-ON,,SWE,",CAPEX,WIND-ON,,SWE,,1585.9669843364518,USD2021/kW,
"CAPEX,WIND-ON,,THA,",CAPEX,WIND-ON,,THA,,1509.7467595809105,USD2021/kW,
"CAPEX,WIND-ON,,TUN,",CAPEX,WIND-ON,,TUN,,1848.8290415062024,USD2021/kW,
"CAPEX,WIND-ON,,UKR,",CAPEX,WIND-ON,,UKR,,1465.7735529911754,USD2021/kW,
"CAPEX,WIND-ON,,URY,",CAPEX,WIND-ON,,URY,,2198.660329486763,USD2021/kW,
"CAPEX,WIND-ON,,USA,",CAPEX,WIND-ON,,USA,,1350.1851629205719,USD2021/kW,
"CAPEX,WIND-ON,,VNM,",CAPEX,WIND-ON,,VNM,,2198.660329486763,USD2021/kW,
"CAPEX,WIND-ON,,ZAF,",CAPEX,WIND-ON,,ZAF,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,ZAF-EC,",CAPEX,WIND-ON,,ZAF-EC,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,ZAF-FRS,",CAPEX,WIND-ON,,ZAF-FRS,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,ZAF-GAU,",CAPEX,WIND-ON,,ZAF-GAU,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,ZAF-KWA,",CAPEX,WIND-ON,,ZAF-KWA,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,ZAF-LIM,",CAPEX,WIND-ON,,ZAF-LIM,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,ZAF-MPU,",CAPEX,WIND-ON,,ZAF-MPU,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,ZAF-NC,",CAPEX,WIND-ON,,ZAF-NC,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,ZAF-NW,",CAPEX,WIND-ON,,ZAF-NW,,1710.0691451563712,USD2021/kW,
"CAPEX,WIND-ON,,ZAF-WC,",CAPEX,WIND-ON,,ZAF-WC,,1710.0691451563712,USD2021/kW,
"CAP-T,,,DNK,DEU",CAP-T,,,DNK,DEU,1.0,kWh/a,
"CAP-T,,,DZA,ESP",CAP-T,,,DZA,ESP,1.0,kWh/a,
"CAP-T,,,ESP,FRA",CAP-T,,,ESP,FRA,1.0,kWh/a,
"CAP-T,,,KAZ,CHN",CAP-T,,,KAZ,CHN,1.0,kWh/a,
"CAP-T,,,MAR,ESP",CAP-T,,,MAR,ESP,1.0,kWh/a,
"CAP-T,,,MAR-BEN,ESP",CAP-T,,,MAR-BEN,ESP,1.0,kWh/a,
"CAP-T,,,MAR-CAS,ESP",CAP-T,,,MAR-CAS,ESP,1.0,kWh/a,
"CAP-T,,,MAR-DAK,ESP",CAP-T,,,MAR-DAK,ESP,1.0,kWh/a,
"CAP-T,,,MAR-DRA,ESP",CAP-T,,,MAR-DRA,ESP,1.0,kWh/a,
"CAP-T,,,MAR-FES,ESP",CAP-T,,,MAR-FES,ESP,1.0,kWh/a,
"CAP-T,,,MAR-GUE,ESP",CAP-T,,,MAR-GUE,ESP,1.0,kWh/a,
"CAP-T,,,MAR-LAA,ESP",CAP-T,,,MAR-LAA,ESP,1.0,kWh/a,
"CAP-T,,,MAR-LOR,ESP",CAP-T,,,MAR-LOR,ESP,1.0,kWh/a,
"CAP-T,,,MAR-MAR,ESP",CAP-T,,,MAR-MAR,ESP,1.0,kWh/a,
"CAP-T,,,MAR-RAB,ESP",CAP-T,,,MAR-RAB,ESP,1.0,kWh/a,
"CAP-T,,,MAR-SOU,ESP",CAP-T,,,MAR-SOU,ESP,1.0,kWh/a,
"CAP-T,,,MAR-TAN,ESP",CAP-T,,,MAR-TAN,ESP,1.0,kWh/a,
"CAP-T,,,MEX,USA",CAP-T,,,MEX,USA,1.0,kWh/a,
"CAP-T,,,NOR,DEU",CAP-T,,,NOR,DEU,1.0,kWh/a,
"CAP-T,,,PRT,ESP",CAP-T,,,PRT,ESP,1.0,kWh/a,
"CAP-T,,,RUS,CHN",CAP-T,,,RUS,CHN,1.0,kWh/a,
"CAP-T,,,RUS,DEU",CAP-T,,,RUS,DEU,1.0,kWh/a,
"CONV,AEL-EL,H2O-L,,",CONV,AEL-EL,H2O-L,,,0.3,kg H2O (l)/H2-G,
"CONV,ATR,EL,,",CONV,ATR,EL,,,0.1077107710771077,kWh (el.)/H2-G,Oni et al. 2022
"CONV,CH3OH-SB,BFUEL-L,,",CONV,CH3OH-SB,BFUEL-L,,,2.674101569001841e-06,CH3OH-L/(km*kwh bunker fuel (l)),calc_shipping
"CONV,CH3OHSYN,CO2-G,,",CONV,CH3OHSYN,CO2-G,,,0.26448241206030154,kg CO2 (g)/kWh CH3OH (l),Frotier Economics 2021
"CONV,CH3OHSYN,EL,,",CONV,CH3OHSYN,EL,,,0.039989420788151285,kWh (el.)/kWh CH3OH (l),Fasihi & Breyer 2018
"CONV,CH4-COMP,EL,,",CONV,CH4-COMP,EL,,,0.02,kWh (el.)/CH4-G,DNV GL 2020
"CONV,CH4-LIQ,EL,,",CONV,CH4-LIQ,EL,,,0.10526315789473685,kWh (el.)/CH4-L,Pospíšil et al. 2019
"CONV,CH4-SB,BFUEL-L,,",CONV,CH4-SB,BFUEL-L,,,2.8925800317128707e-06,CH4-L/(km*kwh bunker fuel (l)),calc_shipping
"CONV,CH4SYN,CO2-G,,",CONV,CH4SYN,CO2-G,,,0.20196,kg CO2 (g)/kWh CH4 (g),
"CONV,CH4SYN,H2O-L,,",CONV,CH4SYN,H2O-L,,,-0.1426332288401254,kg H2O (l)/kWh CH4 (g),Fasihi & Breyer 2018
"CONV,CH4SYN,HEAT,,",CONV,CH4SYN,HEAT,,,-0.18495297805642633,kWh (heat)/kWh CH4 (g),Fasihi & Breyer 2018
"CONV,DAC,EL,,",CONV,DAC,EL,,,0.46249999999999997,kWh (el.)/kg CO2 (g),average low and high
"CONV,DAC,H2O-L,,",CONV,DAC,H2O-L,,,-1.4,kg H2O (l)/kg CO2 (g),Fasihi et al. 2019
"CONV,DAC,HEAT,,",CONV,DAC,HEAT,,,1.85,kWh (heat)/kg CO2 (g),average low and high
"CONV,DESAL,EL,,",CONV,DESAL,EL,,,0.003,kWh (el.)/kg H2O (l),
"CONV,DRI,EL,,",CONV,DRI,EL,,,0.09,kWh (el.)/kg DRI (s),Agora Industry Transformation 2021
"CONV,EFUELSYN,CO2-G,,",CONV,EFUELSYN,CO2-G,,,0.2645581395348838,kg CO2 (g)/kwh CHx (l),Frontier Economics 2021
"CONV,EFUELSYN,EL,,",CONV,EFUELSYN,EL,,,0.08577878103837472,kWh (el.)/kwh CHx (l),Fasihi & Breyer 2018
"CONV,EFUELSYN,H2O-L,,",CONV,EFUELSYN,H2O-L,,,-0.24830699774266365,kg H2O (l)/kwh CHx (l),Fasihi & Breyer 2018
"CONV,EFUELSYN,HEAT,,",CONV,EFUELSYN,HEAT,,,-0.40397350993377484,kWh (heat)/kwh CHx (l),Fasihi & Breyer 2018
"CONV,H2-COMP,EL,,",CONV,H2-COMP,EL,,,0.02,kWh (el.)/H2-G,DNV GL 2020
"CONV,H2-LIQ,EL,,",CONV,H2-LIQ,EL,,,0.3001000333444481,kWh (el.)/H2-L,DNV GL 2020
"CONV,H2-SB,BFUEL-L,,",CONV,H2-SB,BFUEL-L,,,6.973223290565789e-06,H2-L/(km*kwh bunker fuel (l)),calc_shipping
"CONV,LOHC-CON,EL,,",CONV,LOHC-CON,EL,,,0.01,kWh (el.)/LOHC-L,DNV GL 2020
"CONV,LOHC-REC,EL,,",CONV,LOHC-REC,EL,,,0.028502850285028507,kWh (el.)/H2-G,Staiß et al. 2022 nach Wasserscheid
"CONV,LOHC-REC,HEAT,,",CONV,LOHC-REC,HEAT,,,0.4054054054054054,kWh (heat)/H2-G,DNV GL 2020
"CONV,LOHC-S,BFUEL-L,,",CONV,LOHC-S,BFUEL-L,,,8.694952926307383e-06,LOHC-L/(km*kwh bunker fuel (l)),calc_shipping
"CONV,LOHC-SB,BFUEL-L,,",CONV,LOHC-SB,BFUEL-L,,,8.694952926307383e-06,LOHC-L/(km*kwh bunker fuel (l)),calc_shipping
"CONV,NH3-REC,EL,,",CONV,NH3-REC,EL,,,0.007669999999999999,kWh (el.)/H2-G,NGN; Equinor 2018
"CONV,NH3-SB,BFUEL-L,,",CONV,NH3-SB,BFUEL-L,,,4.68355740828844e-06,NH3-L/(km*kwh bunker fuel (l)),calc_shipping
"CONV,NH3SYN,EL,,",CONV,NH3SYN,EL,,,0.14192307692307693,kWh (el.)/kWh NH3 (l),Fasihi et al. 2021
"CONV,NH3SYN,N2-G,,",CONV,NH3SYN,N2-G,,,0.15980769230769232,kg N2 (g)/kWh NH3 (l),Fasihi et al. 2021
"CONV,PEM-EL,H2O-L,,",CONV,PEM-EL,H2O-L,,,0.3,kg H2O (l)/H2-G,
"CONV,REGASATR,EL,,",CONV,REGASATR,EL,,,0.1077107710771077,kWh (el.)/H2-G,combined values
"CONV,SOEC-EL,H2O-L,,",CONV,SOEC-EL,H2O-L,,,0.3,kg H2O (l)/H2-G,
"CONV,SYN-S,CH3OH-L,,",CONV,SYN-S,CH3OH-L,,,1.1080285428570123e-06,CHX-L/(km*kWh CH3OH (l)),calc_shipping
"CONV,SYN-SB,BFUEL-L,,",CONV,SYN-SB,BFUEL-L,,,1.1080285428570123e-06,CHX-L/(km*kwh bunker fuel (l)),calc_shipping
"DST-S-D,,,ARE,CHN",DST-S-D,,,ARE,CHN,10367.8,,CERDI
"DST-S-D,,,ARE,DEU",DST-S-D,,,ARE,DEU,12441.9,,CERDI
"DST-S-D,,,ARE,ESP",DST-S-D,,,ARE,ESP,8992.74,,CERDI
"DST-S-D,,,ARE,FRA",DST-S-D,,,ARE,FRA,7580.97,,CERDI
"DST-S-D,,,ARE,IND",DST-S-D,,,ARE,IND,1804.27,,CERDI
"DST-S-D,,,ARE,JPN",DST-S-D,,,ARE,JPN,11276.3,,CERDI
"DST-S-D,,,ARE,KOR",DST-S-D,,,ARE,KOR,10955.6,,CERDI
"DST-S-D,,,ARE,NLD",DST-S-D,,,ARE,NLD,11975.9,,CERDI
"DST-S-D,,,ARE,USA",DST-S-D,,,ARE,USA,18373.3,,CERDI
"DST-S-D,,,ARG,CHN",DST-S-D,,,ARG,CHN,19486.8,,CERDI
"DST-S-D,,,ARG,DEU",DST-S-D,,,ARG,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG,ESP",DST-S-D,,,ARG,ESP,11766.0,,CERDI
"DST-S-D,,,ARG,FRA",DST-S-D,,,ARG,FRA,13195.9,,CERDI
"DST-S-D,,,ARG,IND",DST-S-D,,,ARG,IND,16155.2,,CERDI
"DST-S-D,,,ARG,JPN",DST-S-D,,,ARG,JPN,18848.2,,CERDI
"DST-S-D,,,ARG,KOR",DST-S-D,,,ARG,KOR,19350.0,,CERDI
"DST-S-D,,,ARG,NLD",DST-S-D,,,ARG,NLD,13750.5,,CERDI
"DST-S-D,,,ARG,USA",DST-S-D,,,ARG,USA,12589.7,,CERDI
"DST-S-D,,,ARG-BA,CHN",DST-S-D,,,ARG-BA,CHN,19486.8,,CERDI
