key,parameter_code,process_code,flow_code,source_region_code,target_country_code,value,unit,source
"DST-S-D,,,ARG-BA,DEU",DST-S-D,,,ARG-BA,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-BA,ESP",DST-S-D,,,ARG-BA,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-BA,FRA",DST-S-D,,,ARG-BA,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-BA,IND",DST-S-D,,,ARG-BA,IND,16155.2,,CERDI
"DST-S-D,,,ARG-BA,JPN",DST-S-D,,,ARG-BA,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-BA,KOR",DST-S-D,,,ARG-BA,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-BA,NLD",DST-S-D,,,ARG-BA,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-BA,USA",DST-S-D,,,ARG-BA,USA,12589.7,,CERDI
"DST-S-D,,,ARG-CAT,CHN",DST-S-D,,,ARG-CAT,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-CAT,DEU",DST-S-D,,,ARG-CAT,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-CAT,ESP",DST-S-D,,,ARG-CAT,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-CAT,FRA",DST-S-D,,,ARG-CAT,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-CAT,IND",DST-S-D,,,ARG-CAT,IND,16155.2,,CERDI
"DST-S-D,,,ARG-CAT,JPN",DST-S-D,,,ARG-CAT,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-CAT,KOR",DST-S-D,,,ARG-CAT,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-CAT,NLD",DST-S-D,,,ARG-CAT,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-CAT,USA",DST-S-D,,,ARG-CAT,USA,12589.7,,CERDI
"DST-S-D,,,ARG-CBA,CHN",DST-S-D,,,ARG-CBA,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-CBA,DEU",DST-S-D,,,ARG-CBA,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-CBA,ESP",DST-S-D,,,ARG-CBA,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-CBA,FRA",DST-S-D,,,ARG-CBA,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-CBA,IND",DST-S-D,,,ARG-CBA,IND,16155.2,,CERDI
"DST-S-D,,,ARG-CBA,JPN",DST-S-D,,,ARG-CBA,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-CBA,KOR",DST-S-D,,,ARG-CBA,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-CBA,NLD",DST-S-D,,,ARG-CBA,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-CBA,USA",DST-S-D,,,ARG-CBA,USA,12589.7,,CERDI
"DST-S-D,,,ARG-CHA,CHN",DST-S-D,,,ARG-CHA,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-CHA,DEU",DST-S-D,,,ARG-CHA,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-CHA,ESP",DST-S-D,,,ARG-CHA,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-CHA,FRA",DST-S-D,,,ARG-CHA,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-CHA,IND",DST-S-D,,,ARG-CHA,IND,16155.2,,CERDI
"DST-S-D,,,ARG-CHA,JPN",DST-S-D,,,ARG-CHA,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-CHA,KOR",DST-S-D,,,ARG-CHA,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-CHA,NLD",DST-S-D,,,ARG-CHA,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-CHA,USA",DST-S-D,,,ARG-CHA,USA,12589.7,,CERDI
"DST-S-D,,,ARG-CHU,CHN",DST-S-D,,,ARG-CHU,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-CHU,DEU",DST-S-D,,,ARG-CHU,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-CHU,ESP",DST-S-D,,,ARG-CHU,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-CHU,FRA",DST-S-D,,,ARG-CHU,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-CHU,IND",DST-S-D,,,ARG-CHU,IND,16155.2,,CERDI
"DST-S-D,,,ARG-CHU,JPN",DST-S-D,,,ARG-CHU,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-CHU,KOR",DST-S-D,,,ARG-CHU,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-CHU,NLD",DST-S-D,,,ARG-CHU,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-CHU,USA",DST-S-D,,,ARG-CHU,USA,12589.7,,CERDI
"DST-S-D,,,ARG-COR,CHN",DST-S-D,,,ARG-COR,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-COR,DEU",DST-S-D,,,ARG-COR,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-COR,ESP",DST-S-D,,,ARG-COR,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-COR,FRA",DST-S-D,,,ARG-COR,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-COR,IND",DST-S-D,,,ARG-COR,IND,16155.2,,CERDI
"DST-S-D,,,ARG-COR,JPN",DST-S-D,,,ARG-COR,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-COR,KOR",DST-S-D,,,ARG-COR,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-COR,NLD",DST-S-D,,,ARG-COR,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-COR,USA",DST-S-D,,,ARG-COR,USA,12589.7,,CERDI
"DST-S-D,,,ARG-CRB,CHN",DST-S-D,,,ARG-CRB,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-CRB,DEU",DST-S-D,,,ARG-CRB,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-CRB,ESP",DST-S-D,,,ARG-CRB,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-CRB,FRA",DST-S-D,,,ARG-CRB,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-CRB,IND",DST-S-D,,,ARG-CRB,IND,16155.2,,CERDI
"DST-S-D,,,ARG-CRB,JPN",DST-S-D,,,ARG-CRB,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-CRB,KOR",DST-S-D,,,ARG-CRB,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-CRB,NLD",DST-S-D,,,ARG-CRB,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-CRB,USA",DST-S-D,,,ARG-CRB,USA,12589.7,,CERDI
"DST-S-D,,,ARG-CRU,CHN",DST-S-D,,,ARG-CRU,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-CRU,DEU",DST-S-D,,,ARG-CRU,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-CRU,ESP",DST-S-D,,,ARG-CRU,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-CRU,FRA",DST-S-D,,,ARG-CRU,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-CRU,IND",DST-S-D,,,ARG-CRU,IND,16155.2,,CERDI
"DST-S-D,,,ARG-CRU,JPN",DST-S-D,,,ARG-CRU,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-CRU,KOR",DST-S-D,,,ARG-CRU,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-CRU,NLD",DST-S-D,,,ARG-CRU,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-CRU,USA",DST-S-D,,,ARG-CRU,USA,12589.7,,CERDI
"DST-S-D,,,ARG-EST,CHN",DST-S-D,,,ARG-EST,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-EST,DEU",DST-S-D,,,ARG-EST,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-EST,ESP",DST-S-D,,,ARG-EST,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-EST,FRA",DST-S-D,,,ARG-EST,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-EST,IND",DST-S-D,,,ARG-EST,IND,16155.2,,CERDI
"DST-S-D,,,ARG-EST,JPN",DST-S-D,,,ARG-EST,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-EST,KOR",DST-S-D,,,ARG-EST,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-EST,NLD",DST-S-D,,,ARG-EST,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-EST,USA",DST-S-D,,,ARG-EST,USA,12589.7,,CERDI
"DST-S-D,,,ARG-FOR,CHN",DST-S-D,,,ARG-FOR,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-FOR,DEU",DST-S-D,,,ARG-FOR,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-FOR,ESP",DST-S-D,,,ARG-FOR,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-FOR,FRA",DST-S-D,,,ARG-FOR,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-FOR,IND",DST-S-D,,,ARG-FOR,IND,16155.2,,CERDI
"DST-S-D,,,ARG-FOR,JPN",DST-S-D,,,ARG-FOR,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-FOR,KOR",DST-S-D,,,ARG-FOR,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-FOR,NLD",DST-S-D,,,ARG-FOR,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-FOR,USA",DST-S-D,,,ARG-FOR,USA,12589.7,,CERDI
"DST-S-D,,,ARG-FUE,CHN",DST-S-D,,,ARG-FUE,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-FUE,DEU",DST-S-D,,,ARG-FUE,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-FUE,ESP",DST-S-D,,,ARG-FUE,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-FUE,FRA",DST-S-D,,,ARG-FUE,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-FUE,IND",DST-S-D,,,ARG-FUE,IND,16155.2,,CERDI
"DST-S-D,,,ARG-FUE,JPN",DST-S-D,,,ARG-FUE,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-FUE,KOR",DST-S-D,,,ARG-FUE,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-FUE,NLD",DST-S-D,,,ARG-FUE,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-FUE,USA",DST-S-D,,,ARG-FUE,USA,12589.7,,CERDI
"DST-S-D,,,ARG-JUJ,CHN",DST-S-D,,,ARG-JUJ,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-JUJ,DEU",DST-S-D,,,ARG-JUJ,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-JUJ,ESP",DST-S-D,,,ARG-JUJ,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-JUJ,FRA",DST-S-D,,,ARG-JUJ,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-JUJ,IND",DST-S-D,,,ARG-JUJ,IND,16155.2,,CERDI
"DST-S-D,,,ARG-JUJ,JPN",DST-S-D,,,ARG-JUJ,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-JUJ,KOR",DST-S-D,,,ARG-JUJ,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-JUJ,NLD",DST-S-D,,,ARG-JUJ,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-JUJ,USA",DST-S-D,,,ARG-JUJ,USA,12589.7,,CERDI
"DST-S-D,,,ARG-LAR,CHN",DST-S-D,,,ARG-LAR,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-LAR,DEU",DST-S-D,,,ARG-LAR,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-LAR,ESP",DST-S-D,,,ARG-LAR,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-LAR,FRA",DST-S-D,,,ARG-LAR,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-LAR,IND",DST-S-D,,,ARG-LAR,IND,16155.2,,CERDI
"DST-S-D,,,ARG-LAR,JPN",DST-S-D,,,ARG-LAR,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-LAR,KOR",DST-S-D,,,ARG-LAR,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-LAR,NLD",DST-S-D,,,ARG-LAR,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-LAR,USA",DST-S-D,,,ARG-LAR,USA,12589.7,,CERDI
"DST-S-D,,,ARG-MEN,CHN",DST-S-D,,,ARG-MEN,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-MEN,DEU",DST-S-D,,,ARG-MEN,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-MEN,ESP",DST-S-D,,,ARG-MEN,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-MEN,FRA",DST-S-D,,,ARG-MEN,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-MEN,IND",DST-S-D,,,ARG-MEN,IND,16155.2,,CERDI
"DST-S-D,,,ARG-MEN,JPN",DST-S-D,,,ARG-MEN,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-MEN,KOR",DST-S-D,,,ARG-MEN,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-MEN,NLD",DST-S-D,,,ARG-MEN,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-MEN,USA",DST-S-D,,,ARG-MEN,USA,12589.7,,CERDI
"DST-S-D,,,ARG-MIS,CHN",DST-S-D,,,ARG-MIS,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-MIS,DEU",DST-S-D,,,ARG-MIS,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-MIS,ESP",DST-S-D,,,ARG-MIS,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-MIS,FRA",DST-S-D,,,ARG-MIS,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-MIS,IND",DST-S-D,,,ARG-MIS,IND,16155.2,,CERDI
"DST-S-D,,,ARG-MIS,JPN",DST-S-D,,,ARG-MIS,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-MIS,KOR",DST-S-D,,,ARG-MIS,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-MIS,NLD",DST-S-D,,,ARG-MIS,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-MIS,USA",DST-S-D,,,ARG-MIS,USA,12589.7,,CERDI
"DST-S-D,,,ARG-NEG,CHN",DST-S-D,,,ARG-NEG,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-NEG,DEU",DST-S-D,,,ARG-NEG,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-NEG,ESP",DST-S-D,,,ARG-NEG,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-NEG,FRA",DST-S-D,,,ARG-NEG,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-NEG,IND",DST-S-D,,,ARG-NEG,IND,16155.2,,CERDI
"DST-S-D,,,ARG-NEG,JPN",DST-S-D,,,ARG-NEG,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-NEG,KOR",DST-S-D,,,ARG-NEG,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-NEG,NLD",DST-S-D,,,ARG-NEG,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-NEG,USA",DST-S-D,,,ARG-NEG,USA,12589.7,,CERDI
"DST-S-D,,,ARG-NEU,CHN",DST-S-D,,,ARG-NEU,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-NEU,DEU",DST-S-D,,,ARG-NEU,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-NEU,ESP",DST-S-D,,,ARG-NEU,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-NEU,FRA",DST-S-D,,,ARG-NEU,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-NEU,IND",DST-S-D,,,ARG-NEU,IND,16155.2,,CERDI
"DST-S-D,,,ARG-NEU,JPN",DST-S-D,,,ARG-NEU,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-NEU,KOR",DST-S-D,,,ARG-NEU,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-NEU,NLD",DST-S-D,,,ARG-NEU,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-NEU,USA",DST-S-D,,,ARG-NEU,USA,12589.7,,CERDI
"DST-S-D,,,ARG-PAM,CHN",DST-S-D,,,ARG-PAM,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-PAM,DEU",DST-S-D,,,ARG-PAM,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-PAM,ESP",DST-S-D,,,ARG-PAM,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-PAM,FRA",DST-S-D,,,ARG-PAM,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-PAM,IND",DST-S-D,,,ARG-PAM,IND,16155.2,,CERDI
"DST-S-D,,,ARG-PAM,JPN",DST-S-D,,,ARG-PAM,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-PAM,KOR",DST-S-D,,,ARG-PAM,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-PAM,NLD",DST-S-D,,,ARG-PAM,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-PAM,USA",DST-S-D,,,ARG-PAM,USA,12589.7,,CERDI
"DST-S-D,,,ARG-RIO,CHN",DST-S-D,,,ARG-RIO,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-RIO,DEU",DST-S-D,,,ARG-RIO,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-RIO,ESP",DST-S-D,,,ARG-RIO,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-RIO,FRA",DST-S-D,,,ARG-RIO,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-RIO,IND",DST-S-D,,,ARG-RIO,IND,16155.2,,CERDI
"DST-S-D,,,ARG-RIO,JPN",DST-S-D,,,ARG-RIO,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-RIO,KOR",DST-S-D,,,ARG-RIO,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-RIO,NLD",DST-S-D,,,ARG-RIO,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-RIO,USA",DST-S-D,,,ARG-RIO,USA,12589.7,,CERDI
"DST-S-D,,,ARG-SAF,CHN",DST-S-D,,,ARG-SAF,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-SAF,DEU",DST-S-D,,,ARG-SAF,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-SAF,ESP",DST-S-D,,,ARG-SAF,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-SAF,FRA",DST-S-D,,,ARG-SAF,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-SAF,IND",DST-S-D,,,ARG-SAF,IND,16155.2,,CERDI
"DST-S-D,,,ARG-SAF,JPN",DST-S-D,,,ARG-SAF,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-SAF,KOR",DST-S-D,,,ARG-SAF,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-SAF,NLD",DST-S-D,,,ARG-SAF,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-SAF,USA",DST-S-D,,,ARG-SAF,USA,12589.7,,CERDI
"DST-S-D,,,ARG-SAJ,CHN",DST-S-D,,,ARG-SAJ,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-SAJ,DEU",DST-S-D,,,ARG-SAJ,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-SAJ,ESP",DST-S-D,,,ARG-SAJ,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-SAJ,FRA",DST-S-D,,,ARG-SAJ,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-SAJ,IND",DST-S-D,,,ARG-SAJ,IND,16155.2,,CERDI
"DST-S-D,,,ARG-SAJ,JPN",DST-S-D,,,ARG-SAJ,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-SAJ,KOR",DST-S-D,,,ARG-SAJ,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-SAJ,NLD",DST-S-D,,,ARG-SAJ,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-SAJ,USA",DST-S-D,,,ARG-SAJ,USA,12589.7,,CERDI
"DST-S-D,,,ARG-SAL,CHN",DST-S-D,,,ARG-SAL,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-SAL,DEU",DST-S-D,,,ARG-SAL,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-SAL,ESP",DST-S-D,,,ARG-SAL,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-SAL,FRA",DST-S-D,,,ARG-SAL,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-SAL,IND",DST-S-D,,,ARG-SAL,IND,16155.2,,CERDI
"DST-S-D,,,ARG-SAL,JPN",DST-S-D,,,ARG-SAL,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-SAL,KOR",DST-S-D,,,ARG-SAL,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-SAL,NLD",DST-S-D,,,ARG-SAL,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-SAL,USA",DST-S-D,,,ARG-SAL,USA,12589.7,,CERDI
"DST-S-D,,,ARG-SAT,CHN",DST-S-D,,,ARG-SAT,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-SAT,DEU",DST-S-D,,,ARG-SAT,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-SAT,ESP",DST-S-D,,,ARG-SAT,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-SAT,FRA",DST-S-D,,,ARG-SAT,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-SAT,IND",DST-S-D,,,ARG-SAT,IND,16155.2,,CERDI
"DST-S-D,,,ARG-SAT,JPN",DST-S-D,,,ARG-SAT,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-SAT,KOR",DST-S-D,,,ARG-SAT,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-SAT,NLD",DST-S-D,,,ARG-SAT,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-SAT,USA",DST-S-D,,,ARG-SAT,USA,12589.7,,CERDI
"DST-S-D,,,ARG-TUC,CHN",DST-S-D,,,ARG-TUC,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-TUC,DEU",DST-S-D,,,ARG-TUC,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-TUC,ESP",DST-S-D,,,ARG-TUC,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-TUC,FRA",DST-S-D,,,ARG-TUC,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-TUC,IND",DST-S-D,,,ARG-TUC,IND,16155.2,,CERDI
"DST-S-D,,,ARG-TUC,JPN",DST-S-D,,,ARG-TUC,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-TUC,KOR",DST-S-D,,,ARG-TUC,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-TUC,NLD",DST-S-D,,,ARG-TUC,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-TUC,USA",DST-S-D,,,ARG-TUC,USA,12589.7,,CERDI
"DST-S-D,,,AUS,CHN",DST-S-D,,,AUS,CHN,10024.9,,CERDI
"DST-S-D,,,AUS,DEU",DST-S-D,,,AUS,DEU,21212.3,,CERDI
"DST-S-D,,,AUS,ESP",DST-S-D,,,AUS,ESP,17760.9,,CERDI
"DST-S-D,,,AUS,FRA",DST-S-D,,,AUS,FRA,16854.0,,CERDI
"DST-S-D,,,AUS,IND",DST-S-D,,,AUS,IND,10647.6,,CERDI
"DST-S-D,,,AUS,JPN",DST-S-D,,,AUS,JPN,9845.85,,CERDI
"DST-S-D,,,AUS,KOR",DST-S-D,,,AUS,KOR,10153.5,,CERDI
"DST-S-D,,,AUS,NLD",DST-S-D,,,AUS,NLD,20628.3,,CERDI
"DST-S-D,,,AUS,USA",DST-S-D,,,AUS,USA,12771.9,,CERDI
"DST-S-D,,,BRA,CHN",DST-S-D,,,BRA,CHN,21462.0,,CERDI
"DST-S-D,,,BRA,DEU",DST-S-D,,,BRA,DEU,10409.5,,CERDI
"DST-S-D,,,BRA,ESP",DST-S-D,,,BRA,ESP,8824.26,,CERDI
"DST-S-D,,,BRA,FRA",DST-S-D,,,BRA,FRA,9895.24,,CERDI
"DST-S-D,,,BRA,IND",DST-S-D,,,BRA,IND,15751.1,,CERDI
"DST-S-D,,,BRA,JPN",DST-S-D,,,BRA,JPN,22369.4,,CERDI
"DST-S-D,,,BRA,KOR",DST-S-D,,,BRA,KOR,22048.5,,CERDI
"DST-S-D,,,BRA,NLD",DST-S-D,,,BRA,NLD,10110.1,,CERDI
"DST-S-D,,,BRA,USA",DST-S-D,,,BRA,USA,9777.43,,CERDI
"DST-S-D,,,CHL,CHN",DST-S-D,,,CHL,CHN,18238.0,,CERDI
"DST-S-D,,,CHL,DEU",DST-S-D,,,CHL,DEU,12511.9,,CERDI
"DST-S-D,,,CHL,ESP",DST-S-D,,,CHL,ESP,13257.8,,CERDI
"DST-S-D,,,CHL,FRA",DST-S-D,,,CHL,FRA,14328.9,,CERDI
"DST-S-D,,,CHL,IND",DST-S-D,,,CHL,IND,20076.4,,CERDI
"DST-S-D,,,CHL,JPN",DST-S-D,,,CHL,JPN,16934.8,,CERDI
"DST-S-D,,,CHL,KOR",DST-S-D,,,CHL,KOR,17656.2,,CERDI
"DST-S-D,,,CHL,NLD",DST-S-D,,,CHL,NLD,12212.5,,CERDI
"DST-S-D,,,CHL,USA",DST-S-D,,,CHL,USA,8511.36,,CERDI
"DST-S-D,,,CHN,DEU",DST-S-D,,,CHN,DEU,20484.9,,CERDI
"DST-S-D,,,CHN,ESP",DST-S-D,,,CHN,ESP,16840.5,,CERDI
"DST-S-D,,,CHN,FRA",DST-S-D,,,CHN,FRA,15425.3,,CERDI
"DST-S-D,,,CHN,IND",DST-S-D,,,CHN,IND,8761.85,,CERDI
"DST-S-D,,,CHN,JPN",DST-S-D,,,CHN,JPN,1458.02,,CERDI
"DST-S-D,,,CHN,KOR",DST-S-D,,,CHN,KOR,659.339,,CERDI
"DST-S-D,,,CHN,NLD",DST-S-D,,,CHN,NLD,19901.0,,CERDI
"DST-S-D,,,CHN,USA",DST-S-D,,,CHN,USA,10401.4,,CERDI
"DST-S-D,,,COL,CHN",DST-S-D,,,COL,CHN,16752.0,km,CERDI
"DST-S-D,,,COL,DEU",DST-S-D,,,COL,DEU,9250.74,km,SEA-DISTANCES.ORG
"DST-S-D,,,COL,ESP",DST-S-D,,,COL,ESP,7282.0,km,CERDI
"DST-S-D,,,COL,FRA",DST-S-D,,,COL,FRA,8323.0,km,CERDI
"DST-S-D,,,COL,IND",DST-S-D,,,COL,IND,17936.0,km,CERDI
"DST-S-D,,,COL,JPN",DST-S-D,,,COL,JPN,15390.0,km,CERDI
"DST-S-D,,,COL,KOR",DST-S-D,,,COL,KOR,16112.0,km,CERDI
"DST-S-D,,,COL,NLD",DST-S-D,,,COL,NLD,8361.78,km,SEA-DISTANCES.ORG
"DST-S-D,,,COL,USA",DST-S-D,,,COL,USA,2242.0,km,CERDI
"DST-S-D,,,CRI,CHN",DST-S-D,,,CRI,CHN,16735.5,,CERDI
"DST-S-D,,,CRI,DEU",DST-S-D,,,CRI,DEU,7422.6,,CERDI
"DST-S-D,,,CRI,ESP",DST-S-D,,,CRI,ESP,8028.79,,CERDI
"DST-S-D,,,CRI,FRA",DST-S-D,,,CRI,FRA,9099.84,,CERDI
